EID,Date,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
11119,2013-03-09,22:59:25,C,0,6626145,242,242,243,242
11120,2013-03-09,23:01:05,L,4,2112,239,240,472,239
11121,2013-03-09,23:01:06,C,0,6617331,242,243,243,242
11122,2013-03-09,23:01:56,E,12,504,472,241,243,241
11123,2013-03-09,23:01:56,C,0,6620994,242,242,243,242
11124,2013-03-09,23:06:36,E,27,676,241,235,239,235
11125,2013-03-09,23:06:36,C,0,6634402,242,242,243,242
11126,2013-03-09,23:08:34,E,22,815,241,239,240,239
11127,2013-03-09,23:08:34,C,0,6631119,242,243,243,242
11128,2013-03-09,23:13:40,L,4,1151,242,242,472,242
11129,2013-03-09,23:13:40,C,0,6627980,242,242,242,242
11130,2013-03-09,23:18:43,E,37,1123,242,236,240,236
11131,2013-03-09,23:18:43,C,0,6634243,242,242,242,242
11132,2013-03-09,23:18:52,E,23,669,242,240,242,240
11133,2013-03-09,23:18:52,C,0,6628204,242,242,243,242
11134,2013-03-09,23:23:13,L,4,2533,243,243,472,243
11135,2013-03-09,23:23:13,C,0,6650415,242,242,243,242
11136,2013-03-09,23:32:00,L,4,1504,243,243,243,243
11137,2013-03-09,23:32:00,C,0,6635987,242,242,243,242
11138,2013-03-09,23:32:29,L,5,2179,242,472,472,242
11139,2013-03-09,23:32:29,C,0,6647700,242,243,243,242
11140,2013-03-09,23:37:04,E,8,1358,241,240,240,240
11141,2013-03-09,23:37:04,C,0,6627601,242,242,242,242
11142,2013-03-09,23:40:47,E,14,126,472,241,242,241
11143,2013-03-09,23:40:48,C,0,6591800,242,242,243,242
11144,2013-03-09,23:43:06,L,4,3071,240,240,241,240
11145,2013-03-09,23:43:06,C,0,6597856,242,242,243,242
11146,2013-03-09,23:47:41,L,5,2825,241,241,241,241
11147,2013-03-09,23:47:42,C,0,6567365,242,242,243,242
11148,2013-03-09,23:48:05,E,21,1256,241,238,240,238
11149,2013-03-09,23:48:05,C,0,6543693,242,242,243,242
11150,2013-03-09,23:51:00,E,22,931,240,237,240,237
11151,2013-03-09,23:51:00,C,0,6551214,242,242,243,242
11152,2013-03-09,23:51:25,E,14,572,243,239,240,239
11153,2013-03-09,23:51:25,C,0,6531585,242,242,243,242
11154,2013-03-09,23:51:52,D,111,7404,238,238,243,238
11155,2013-03-09,23:51:52,C,0,6435123,15,15,242,15
11156,2013-03-09,23:53:15,L,5,2354,241,241,241,241
11157,2013-03-09,23:53:15,C,0,6516115,242,242,243,242
11158,2013-03-09,23:55:13,E,7,1530,240,240,472,240
11159,2013-03-09,23:55:14,C,0,6508699,242,242,242,242
11160,2013-03-09,23:58:15,E,17,349,472,238,241,238
11161,2013-03-09,23:58:15,C,0,6474967,242,242,243,242
11162,2013-03-09,23:58:53,E,5,413,240,240,472,240
11163,2013-03-09,23:58:53,C,0,6492191,242,242,243,242
11164,2013-03-09,23:59:58,L,6,3785,242,242,242,242
11165,2013-03-09,23:59:59,C,0,6498305,242,242,242,242
11166,2013-03-10,00:04:34,L,4,1246,240,472,472,240
11167,2013-03-10,00:04:34,C,0,6457419,242,242,243,242
11168,2013-03-10,00:04:54,E,9,197,472,242,472,242
11169,2013-03-10,00:04:55,C,0,6488653,242,242,243,242
11170,2013-03-10,00:08:13,E,9,177,241,236,240,236
11171,2013-03-10,00:08:14,C,0,6484928,242,242,243,242
11172,2013-03-10,00:18:54,E,25,6218,241,240,241,240
11173,2013-03-10,00:18:55,C,0,6459993,242,242,243,242
11174,2013-03-10,00:21:54,E,20,829,244,241,242,241
11175,2013-03-10,00:21:54,C,0,6469007,242,243,243,242
11176,2013-03-10,00:23:00,L,5,2297,241,241,242,241
11177,2013-03-10,00:23:00,C,0,6433940,242,243,243,242
11178,2013-03-10,00:23:07,E,14,5989,243,243,243,243
11179,2013-03-10,00:23:08,C,0,6452521,242,242,243,242
11180,2013-03-10,00:26:44,L,5,1399,241,241,472,241
11181,2013-03-10,00:26:45,C,0,6437788,242,242,243,242
11182,2013-03-10,00:27:33,E,15,1839,242,240,241,240
11183,2013-03-10,00:27:33,C,0,6454206,242,242,243,242
11184,2013-03-10,00:33:00,E,19,1440,243,242,243,242
11185,2013-03-10,00:33:00,C,0,6437505,242,242,243,242
11186,2013-03-10,00:33:40,E,21,293,247,240,242,240
11187,2013-03-10,00:33:40,C,0,6457788,242,242,243,242
11188,2013-03-10,00:34:27,E,11,628,244,241,241,241
11189,2013-03-10,00:34:27,C,0,6449621,242,242,243,242
11190,2013-03-10,00:43:12,E,22,338,472,236,241,236
11191,2013-03-10,00:43:12,C,0,6454270,242,243,243,242
11192,2013-03-10,00:45:02,E,19,1823,243,242,242,242
11193,2013-03-10,00:45:02,C,0,6449307,242,242,243,242
11194,2013-03-10,00:45:49,E,19,1490,241,239,240,239
11195,2013-03-10,00:45:49,C,0,6433402,242,242,243,242
11196,2013-03-10,00:46:22,L,7,3949,241,241,242,241
11197,2013-03-10,00:46:22,C,0,6418416,243,243,243,243
11198,2013-03-10,00:47:16,E,39,2828,242,241,241,241
11199,2013-03-10,00:47:16,C,0,6431382,242,242,242,242
11200,2013-03-10,00:48:43,E,30,1481,242,241,244,241
11201,2013-03-10,00:48:43,C,0,6422350,242,243,243,242
11202,2013-03-10,00:49:55,E,46,1064,246,240,240,240
11203,2013-03-10,00:49:55,C,0,6440877,242,242,243,242
11204,2013-03-10,00:52:21,E,18,664,243,234,472,234
11205,2013-03-10,00:52:21,C,0,6448751,242,242,243,242
11206,2013-03-10,00:58:32,E,10,3689,241,241,241,241
11207,2013-03-10,00:58:32,C,0,6467428,242,242,243,242
11208,2013-03-10,00:59:25,E,14,646,240,239,240,239
11209,2013-03-10,00:59:25,C,0,6451728,242,242,243,242
11210,2013-03-10,01:00:13,L,4,609,242,472,472,242
11211,2013-03-10,01:00:14,C,0,6390774,242,242,243,242
11212,2013-03-10,01:01:19,L,4,596,242,242,472,242
11213,2013-03-10,01:01:19,C,0,6475907,242,242,242,242
11214,2013-03-10,01:03:16,E,29,4272,242,241,242,241
11215,2013-03-10,01:03:17,C,0,6447510,242,242,243,242
11216,2013-03-10,01:05:33,E,11,753,242,240,242,240
11217,2013-03-10,01:05:33,C,0,6429995,242,242,243,242
11218,2013-03-10,01:08:35,E,19,506,240,239,240,239
11219,2013-03-10,01:08:35,C,0,6334040,242,242,242,242
11220,2013-03-10,01:09:46,E,14,373,245,241,242,241
11221,2013-03-10,01:09:46,C,0,6319190,243,243,243,243
11222,2013-03-10,01:10:45,E,64,1510,242,237,245,237
11223,2013-03-10,01:10:45,C,0,6317163,242,242,243,242
11224,2013-03-10,01:10:49,L,5,2262,242,242,242,242
11225,2013-03-10,01:10:50,C,0,6342216,242,242,243,242
11226,2013-03-10,01:12:51,L,4,754,241,241,241,241
11227,2013-03-10,01:12:52,C,0,6332045,242,242,243,242
11228,2013-03-10,01:14:38,E,33,4683,241,241,241,241
11229,2013-03-10,01:14:38,C,0,6309442,242,242,243,242
11230,2013-03-10,01:15:36,E,7,533,240,239,240,239
11231,2013-03-10,01:15:36,C,0,6326581,242,242,243,242
11232,2013-03-10,01:16:56,E,9,2873,241,241,242,241
11233,2013-03-10,01:16:56,C,0,6292099,242,242,243,242
11234,2013-03-10,01:18:22,L,4,1233,244,244,244,244
11235,2013-03-10,01:18:23,C,0,6321369,242,242,243,242
11236,2013-03-10,01:21:41,E,12,158,240,233,472,233
11237,2013-03-10,01:21:41,C,0,6300449,242,242,243,242
11238,2013-03-10,01:21:52,E,22,543,245,238,241,238
11239,2013-03-10,01:21:52,C,0,6316851,242,243,243,242
11240,2013-03-10,01:24:23,L,4,979,241,241,241,241
11241,2013-03-10,01:24:23,C,0,6373446,242,242,242,242
11242,2013-03-10,01:24:26,E,5,675,239,241,472,239
11243,2013-03-10,01:24:26,C,0,6379281,242,242,243,242
11244,2013-03-10,01:27:58,E,20,1202,241,239,240,239
11245,2013-03-10,01:27:58,C,0,6386609,242,242,243,242
11246,2013-03-10,01:28:45,E,10,1035,243,242,242,242
11247,2013-03-10,01:28:45,C,0,6405011,242,242,242,242
11248,2013-03-10,01:35:06,E,22,395,241,237,241,237
11249,2013-03-10,01:35:06,C,0,6391105,242,243,243,242
11250,2013-03-10,01:37:41,L,5,1263,240,240,472,240
11251,2013-03-10,01:37:41,C,0,6402911,242,242,242,242
11252,2013-03-10,01:45:53,E,5,294,243,242,242,242
11253,2013-03-10,01:45:53,C,0,6394927,242,242,242,242
11254,2013-03-10,01:47:44,E,78,5043,241,240,242,240
11255,2013-03-10,01:47:44,C,0,6382884,242,242,242,242
11256,2013-03-10,01:51:54,E,8,408,472,239,242,239
11257,2013-03-10,01:51:54,C,0,6424580,242,242,242,242
11258,2013-03-10,01:54:52,L,5,2087,241,241,242,241
11259,2013-03-10,01:54:52,C,0,6413148,242,242,242,242
11260,2013-03-10,01:55:22,E,13,836,243,242,243,242
11261,2013-03-10,01:55:23,C,0,6430739,242,242,243,242
11262,2013-03-10,01:55:40,E,26,1321,240,236,240,236
11263,2013-03-10,01:55:40,C,0,6421974,242,242,243,242
11264,2013-03-10,01:55:48,E,11,363,472,239,239,239
11265,2013-03-10,01:55:48,C,0,6434624,242,243,243,242
11266,2013-03-10,02:02:52,E,22,1592,241,239,241,239
11267,2013-03-10,02:02:53,C,0,6367640,242,242,243,242
11268,2013-03-10,02:05:54,E,11,633,242,240,472,240
11269,2013-03-10,02:05:54,C,0,6395719,242,242,243,242
11270,2013-03-10,02:07:00,L,5,2454,240,240,241,240
11271,2013-03-10,02:07:00,C,0,6355839,242,242,243,242
11272,2013-03-10,02:08:25,E,15,2452,240,239,240,239
11273,2013-03-10,02:08:25,C,0,6348203,242,243,243,242
11274,2013-03-10,02:12:53,E,16,1565,242,241,242,241
11275,2013-03-10,02:12:53,C,0,6352625,242,242,243,242
11276,2013-03-10,02:20:54,E,60,5671,240,239,240,239
11277,2013-03-10,02:20:54,C,0,6424439,242,242,243,242
11278,2013-03-10,02:24:42,L,5,1936,239,239,240,239
11279,2013-03-10,02:24:42,C,0,6438727,242,242,243,242
11280,2013-03-11,18:06:54,E,11,170,240,233,472,233
11281,2013-03-11,18:06:54,C,0,5778200,242,211,242,211
11282,2013-03-11,18:07:41,E,21,759,240,238,240,238
11283,2013-03-11,18:07:42,C,0,5951358,242,242,242,242
11284,2013-03-11,18:08:21,D,44,2098,240,239,240,239
11285,2013-03-11,18:08:21,C,0,5941766,242,242,243,242
11286,2013-03-11,18:09:38,D,10,52,241,239,239,239
11287,2013-03-11,18:09:39,C,0,5943342,242,242,243,242
11288,2013-03-11,18:09:56,E,19,2662,243,242,243,242
11289,2013-03-11,18:09:56,C,0,6012206,242,242,243,242
11290,2013-03-11,18:12:49,E,37,2246,241,240,241,240
11291,2013-03-11,18:12:49,C,0,6065778,242,242,242,242
11292,2013-03-11,18:13:14,E,22,2936,241,240,242,240
11293,2013-03-11,18:13:14,C,0,6069126,242,242,243,242
11294,2013-03-11,18:14:29,D,429,42781,248,243,246,243
11295,2013-03-11,18:14:30,C,0,6157565,242,242,242,242
11296,2013-03-11,18:15:47,E,14,736,472,240,240,240
11297,2013-03-11,18:15:47,C,0,6096807,242,242,243,242
11298,2013-03-11,18:19:29,L,1,0,260,13,260,13
11299,2013-03-11,18:19:29,C,0,6101003,242,242,242,242
11300,2013-03-11,18:24:30,E,13,294,472,238,240,238
11301,2013-03-11,18:24:30,C,0,6179299,242,242,242,242
11302,2013-03-11,18:31:02,E,7,193,472,243,472,243
11303,2013-03-11,18:31:02,C,0,6202630,242,242,243,242
11304,2013-03-11,18:38:46,L,4,2243,241,241,472,241
11305,2013-03-11,18:38:46,C,0,6296068,242,242,243,242
11306,2013-03-11,18:40:39,L,5,1695,242,242,243,242
11307,2013-03-11,18:40:39,C,0,6307747,242,242,243,242
11308,2013-03-11,18:50:31,L,5,4537,241,241,242,241
11309,2013-03-11,18:50:31,C,0,6361690,242,242,243,242
11310,2013-03-11,18:53:54,E,7,364,472,238,240,238
11311,2013-03-11,18:53:54,C,0,6382237,242,242,243,242
11312,2013-03-11,18:55:31,E,9,768,242,241,242,241
11313,2013-03-11,18:55:32,C,0,6373193,242,242,243,242
11314,2013-03-11,18:57:46,D,32,1075,242,242,271,242
11315,2013-03-11,18:57:47,C,0,6289770,242,242,242,242
11316,2013-03-11,18:58:39,E,43,2557,244,243,244,243
11317,2013-03-11,18:58:39,C,0,6398100,242,243,243,242
11318,2013-03-11,19:06:15,E,6,121,472,241,472,241
11319,2013-03-11,19:06:15,C,0,6402266,242,242,243,242
11320,2013-03-11,19:07:43,E,15,435,241,239,241,239
11321,2013-03-11,19:07:43,C,0,6421554,242,242,243,242
11322,2013-03-11,19:13:01,E,31,793,245,240,242,240
11323,2013-03-11,19:13:02,C,0,6430649,242,243,243,242
11324,2013-03-11,19:16:09,E,21,735,241,238,241,238
11325,2013-03-11,19:16:09,C,0,6429379,242,242,243,242
11326,2013-03-11,19:18:26,E,6,1296,242,241,241,241
11327,2013-03-11,19:18:26,C,0,6424142,242,242,242,242
11328,2013-03-11,19:18:30,L,6,5003,241,241,241,241
11329,2013-03-11,19:18:31,C,0,6432635,242,242,243,242
11330,2013-03-11,19:19:16,E,19,350,472,239,241,239
11331,2013-03-11,19:19:16,C,0,6455190,242,242,243,242
11332,2013-03-11,19:20:10,E,23,1604,241,239,240,239
11333,2013-03-11,19:20:10,C,0,6375727,242,242,243,242
11334,2013-03-11,19:20:39,E,31,1452,241,239,240,239
11335,2013-03-11,19:20:39,C,0,6388586,242,242,243,242
11336,2013-03-11,19:21:13,E,17,695,245,241,242,241
11337,2013-03-11,19:21:13,C,0,6380995,242,242,242,242
11338,2013-03-11,19:22:50,E,9,333,243,242,242,242
11339,2013-03-11,19:22:51,C,0,6377353,242,242,243,242
11340,2013-03-11,19:25:14,E,35,1758,242,240,241,240
11341,2013-03-11,19:25:15,C,0,6391157,242,243,243,242
11342,2013-03-11,19:26:35,E,43,2040,240,240,241,240
11343,2013-03-11,19:26:36,C,0,6369767,242,242,243,242
11344,2013-03-11,19:27:51,L,4,2334,243,243,244,243
11345,2013-03-11,19:27:51,C,0,6374662,242,242,242,242
11346,2013-03-11,19:29:48,L,5,3137,242,242,472,242
11347,2013-03-11,19:29:48,C,0,6385265,242,242,242,242
11348,2013-03-11,19:30:04,E,30,1464,240,237,240,237
11349,2013-03-11,19:30:04,C,0,6388108,242,243,243,242
11350,2013-03-11,19:31:46,E,10,849,244,241,472,241
11351,2013-03-11,19:31:47,C,0,6390917,242,242,243,242
11352,2013-03-11,19:33:51,E,12,277,472,243,243,243
11353,2013-03-11,19:33:51,C,0,6380179,242,242,243,242
11354,2013-03-11,19:41:58,E,8,783,240,238,239,238
11355,2013-03-11,19:41:58,C,0,6388235,242,243,243,242
11356,2013-03-11,19:43:51,L,4,1023,240,240,240,240
11357,2013-03-11,19:43:52,C,0,6394523,242,242,243,242
11358,2013-03-11,19:44:37,D,5,18,265,13,275,13
11359,2013-03-11,19:44:37,C,0,6338983,242,242,242,242
11360,2013-03-11,19:45:24,E,13,523,241,236,472,236
11361,2013-03-11,19:45:24,C,0,6371320,242,242,243,242
11362,2013-03-11,19:45:32,D,4,19,263,13,262,13
11363,2013-03-11,19:45:33,C,0,6332452,242,242,243,242
11364,2013-03-11,19:46:09,D,345,21014,244,232,240,232
11365,2013-03-11,19:46:09,C,0,6325020,242,242,243,242
11366,2013-03-11,19:46:10,D,11,141,263,13,263,13
11367,2013-03-11,19:46:10,C,0,6327344,242,242,243,242
11368,2013-03-11,19:46:13,D,340,18221,243,234,239,234
11369,2013-03-11,19:46:13,C,0,6327853,242,242,243,242
11370,2013-03-11,19:53:08,E,15,215,245,241,243,241
11371,2013-03-11,19:53:09,C,0,6351410,242,242,242,242
11372,2013-03-11,19:59:35,E,21,5301,242,241,242,241
11373,2013-03-11,19:59:35,C,0,6407392,242,242,242,242
11374,2013-03-11,19:59:51,E,11,365,472,240,242,240
11375,2013-03-11,19:59:52,C,0,6385446,242,243,243,242
11376,2013-03-11,20:00:13,E,42,1361,241,238,243,238
11377,2013-03-11,20:00:14,C,0,6401668,242,242,243,242
11378,2013-03-11,20:01:32,E,20,1141,240,239,240,239
11379,2013-03-11,20:01:32,C,0,6412922,242,242,242,242
11380,2013-03-11,20:03:01,L,5,2280,243,243,245,243
11381,2013-03-11,20:03:01,C,0,6422451,242,242,242,242
11382,2013-03-11,20:11:14,E,18,485,243,240,242,240
11383,2013-03-11,20:11:15,C,0,6501211,242,242,243,242
11384,2013-03-11,20:12:58,E,26,1213,242,240,241,240
11385,2013-03-11,20:12:58,C,0,6475185,242,242,243,242
11386,2013-03-11,20:20:42,E,43,1804,242,240,242,240
11387,2013-03-11,20:20:43,C,0,6425486,242,242,242,242
11388,2013-03-11,20:24:33,E,61,3580,241,239,241,239
11389,2013-03-11,20:24:33,C,0,6443042,242,242,243,242
11390,2013-03-11,20:27:16,E,7,152,472,239,242,239
11391,2013-03-11,20:27:16,C,0,6424855,242,242,242,242
11392,2013-03-11,20:27:55,E,27,912,241,237,241,237
11393,2013-03-11,20:27:55,C,0,6423993,242,242,243,242
11394,2013-03-11,20:42:20,E,14,1108,241,240,240,240
11395,2013-03-11,20:42:20,C,0,6446214,242,242,243,242
11396,2013-03-11,20:42:53,E,17,704,243,242,242,242
11397,2013-03-11,20:42:53,C,0,6444356,242,242,243,242
11398,2013-03-11,20:46:22,E,11,1645,240,239,240,239
11399,2013-03-11,20:46:22,C,0,6425622,242,242,243,242
11400,2013-03-11,20:47:04,E,24,541,240,239,243,239
11401,2013-03-11,20:47:04,C,0,6427459,242,242,243,242
11402,2013-03-11,20:57:06,E,20,245,472,238,240,238
11403,2013-03-11,20:57:06,C,0,6328334,242,243,243,242
11404,2013-03-11,20:57:30,E,18,624,241,238,240,238
11405,2013-03-11,20:57:30,C,0,6371335,242,242,243,242
11406,2013-03-11,20:57:54,L,5,1338,243,242,472,242
11407,2013-03-11,20:57:54,C,0,6347210,242,242,243,242
11408,2013-03-11,21:05:08,E,20,449,240,236,240,236
11409,2013-03-11,21:05:08,C,0,6405981,242,242,243,242
11410,2013-03-11,21:14:51,E,16,741,243,241,242,241
11411,2013-03-11,21:14:52,C,0,6360700,242,242,243,242
11412,2013-03-11,21:19:03,E,10,2140,243,242,242,242
11413,2013-03-11,21:19:03,C,0,6356642,242,242,243,242
11414,2013-03-11,21:20:48,E,35,607,240,238,240,238
11415,2013-03-11,21:20:48,C,0,6346421,242,242,242,242
11416,2013-03-11,21:21:35,E,27,1968,240,238,239,238
11417,2013-03-11,21:21:35,C,0,6354138,242,242,242,242
11418,2013-03-11,21:23:06,D,419,73916,244,242,242,242
11419,2013-03-11,21:23:06,C,0,6261550,242,242,243,242
11420,2013-03-11,21:26:17,E,18,456,472,240,240,240
11421,2013-03-11,21:26:18,C,0,6352223,242,242,243,242
11422,2013-03-11,21:29:34,E,22,886,244,240,241,240
11423,2013-03-11,21:29:35,C,0,6353646,242,242,243,242
11424,2013-03-11,21:31:54,E,11,595,472,241,242,241
11425,2013-03-11,21:31:55,C,0,6371025,242,243,243,242
11426,2013-03-11,21:43:29,L,5,4491,244,244,244,244
11427,2013-03-11,21:43:29,C,0,6335243,242,242,243,242
11428,2013-03-11,21:44:23,E,11,193,472,240,240,240
11429,2013-03-11,21:44:23,C,0,6344111,242,242,242,242
11430,2013-03-11,21:44:50,E,63,6453,240,239,240,239
11431,2013-03-11,21:44:51,C,0,6346894,242,242,242,242
11432,2013-03-11,21:45:45,L,5,2607,243,243,243,243
11433,2013-03-11,21:45:46,C,0,6366149,242,242,242,242
11434,2013-03-11,21:46:42,E,69,5688,242,241,244,241
11435,2013-03-11,21:46:42,C,0,6380646,242,242,243,242
11436,2013-03-11,21:49:05,E,10,1379,243,243,246,243
11437,2013-03-11,21:49:06,C,0,6350272,242,243,243,242
11438,2013-03-11,21:50:31,E,14,629,244,243,243,243
11439,2013-03-11,21:50:32,C,0,6375441,242,242,242,242
11440,2013-03-11,21:53:06,E,13,446,472,239,242,239
11441,2013-03-11,21:53:06,C,0,6375020,242,242,243,242
11442,2013-03-11,21:54:10,E,16,793,243,241,243,241
11443,2013-03-11,21:54:11,C,0,6385761,242,242,243,242
11444,2013-03-11,21:59:37,E,17,1673,243,242,243,242
11445,2013-03-11,21:59:37,C,0,6470611,242,242,243,242
11446,2013-03-11,22:00:12,L,5,2687,240,240,241,240
11447,2013-03-11,22:00:13,C,0,6478868,242,242,243,242
11448,2013-03-11,22:02:55,E,12,806,243,242,243,242
11449,2013-03-11,22:02:55,C,0,6482683,242,242,242,242
11450,2013-03-11,22:03:01,E,5,242,472,242,472,242
11451,2013-03-11,22:03:01,C,0,6479067,242,242,243,242
11452,2013-03-11,22:03:03,E,6,280,472,240,472,240
11453,2013-03-11,22:03:03,C,0,6481101,242,242,243,242
11454,2013-03-11,22:13:18,E,16,1292,240,239,239,239
11455,2013-03-11,22:13:18,C,0,6473124,242,242,243,242
11456,2013-03-11,22:15:55,L,4,660,241,241,472,241
11457,2013-03-11,22:15:55,C,0,6427310,242,243,243,242
11458,2013-03-11,22:17:18,E,16,8015,242,241,241,241
11459,2013-03-11,22:17:18,C,0,6451438,242,242,243,242
11460,2013-03-11,22:18:11,E,19,517,242,238,240,238
11461,2013-03-11,22:18:11,C,0,6473262,242,242,243,242
11462,2013-03-11,22:24:21,L,5,2820,243,243,244,243
11463,2013-03-11,22:24:21,C,0,6391877,242,242,242,242
11464,2013-03-11,22:34:42,E,8,1198,243,242,242,242
11465,2013-03-11,22:34:42,C,0,6328005,242,242,242,242
11466,2013-03-11,22:35:57,E,15,1696,241,240,241,240
11467,2013-03-11,22:35:58,C,0,6336788,242,242,242,242
11468,2013-03-11,22:37:13,E,4,207,472,243,243,243
11469,2013-03-11,22:37:13,C,0,6338819,242,242,242,242
11470,2013-03-11,22:45:50,E,22,1174,240,239,240,239
11471,2013-03-11,22:45:50,C,0,6365074,242,242,243,242
11472,2013-03-11,22:55:33,E,11,1069,242,241,242,241
11473,2013-03-11,22:55:33,C,0,6359315,242,242,242,242
11474,2013-03-11,22:59:55,E,19,690,242,238,241,238
11475,2013-03-11,22:59:56,C,0,6382515,242,242,243,242
11476,2013-03-11,23:05:27,E,20,1381,241,239,241,239
11477,2013-03-11,23:05:27,C,0,6453737,242,242,243,242
11478,2013-03-11,23:08:09,E,26,342,246,238,241,238
11479,2013-03-11,23:08:09,C,0,6490087,242,242,242,242
11480,2013-03-11,23:08:46,L,4,1035,242,241,242,241
11481,2013-03-11,23:08:47,C,0,6483796,242,243,243,242
11482,2013-03-11,23:10:36,E,17,1757,244,242,244,242
11483,2013-03-11,23:10:36,C,0,6479838,242,242,243,242
11484,2013-03-11,23:12:30,E,23,871,242,240,242,240
11485,2013-03-11,23:12:30,C,0,6458896,242,242,243,242
11486,2013-03-11,23:25:22,E,25,2688,240,239,239,239
11487,2013-03-11,23:25:23,C,0,6422432,242,242,242,242
11488,2013-03-11,23:26:08,E,28,606,244,239,242,239
11489,2013-03-11,23:26:09,C,0,6433840,242,242,243,242
11490,2013-03-11,23:27:15,D,283,26259,241,240,242,240
11491,2013-03-11,23:27:15,C,0,6416422,242,242,242,242
11492,2013-03-11,23:29:05,E,9,521,243,240,241,240
11493,2013-03-11,23:29:05,C,0,6445981,242,242,243,242
11494,2013-03-11,23:31:19,E,16,479,242,241,242,241
11495,2013-03-11,23:31:19,C,0,6437709,242,242,242,242
11496,2013-03-11,23:34:13,E,19,472,240,240,242,240
11497,2013-03-11,23:34:13,C,0,6438052,242,242,243,242
11498,2013-03-11,23:37:22,E,5,421,472,241,241,241
11499,2013-03-11,23:37:22,C,0,6461278,242,242,243,242
11500,2013-03-11,23:38:48,E,5,240,472,239,239,239
11501,2013-03-11,23:38:48,C,0,6443269,242,242,243,242
11502,2013-03-11,23:39:47,E,18,465,472,239,240,239
11503,2013-03-11,23:39:47,C,0,6451791,242,242,243,242
11504,2013-03-11,23:43:20,E,7,405,472,240,242,240
11505,2013-03-11,23:43:21,C,0,6439500,242,242,243,242
11506,2013-03-11,23:45:21,E,14,313,245,240,243,240
11507,2013-03-11,23:45:22,C,0,6442122,242,242,242,242
11508,2013-03-11,23:45:50,E,15,321,241,233,472,233
11509,2013-03-11,23:45:51,C,0,6432293,242,242,243,242
11510,2013-03-11,23:51:47,E,5,40,472,236,241,236
11511,2013-03-11,23:51:47,C,0,6198955,242,242,243,242
11512,2013-03-11,23:54:04,E,47,3013,242,240,242,240
11513,2013-03-11,23:54:04,C,0,6462156,243,243,243,243
11514,2013-03-11,23:58:27,E,19,11926,242,241,242,241
11515,2013-03-11,23:58:27,C,0,6426736,242,242,242,242
11516,2013-03-11,23:59:21,E,13,288,243,239,240,239
11517,2013-03-11,23:59:21,C,0,6443660,242,242,243,242
11518,2013-03-12,00:04:42,E,33,3959,240,239,240,239
11519,2013-03-12,00:04:43,C,0,6428167,242,242,243,242
11520,2013-03-12,00:05:46,E,22,424,241,238,239,238
11521,2013-03-12,00:05:46,C,0,6422571,242,242,242,242
11522,2013-03-12,00:06:47,E,17,324,472,238,239,238
11523,2013-03-12,00:06:48,C,0,6420751,242,242,243,242
11524,2013-03-12,00:07:08,E,11,411,472,240,241,240
11525,2013-03-12,00:07:09,C,0,6421358,242,242,243,242
11526,2013-03-12,00:07:42,E,13,1050,240,240,240,240
11527,2013-03-12,00:07:43,C,0,6420500,242,242,243,242
11528,2013-03-12,00:11:58,E,9,92,246,235,239,235
11529,2013-03-12,00:11:59,C,0,6392746,242,243,243,242
11530,2013-03-12,00:17:10,E,50,1950,240,238,241,238
11531,2013-03-12,00:17:10,C,0,6401892,242,242,243,242
11532,2013-03-12,00:17:23,E,15,349,245,242,242,242
11533,2013-03-12,00:17:24,C,0,6399423,242,242,242,242
11534,2013-03-12,00:19:40,E,5,134,472,241,472,241
11535,2013-03-12,00:19:41,C,0,6389209,242,242,243,242
11536,2013-03-12,00:21:28,E,10,380,243,241,241,241
11537,2013-03-12,00:21:28,C,0,6372807,242,242,242,242
11538,2013-03-12,00:26:57,E,16,464,245,238,241,238
11539,2013-03-12,00:26:58,C,0,6382450,242,242,242,242
11540,2013-03-12,00:27:04,E,14,951,241,240,240,240
