N,H,t,Clin1,Clin2,Comp
12985,385.60,18:44:48,1.2,-13.0,1361
12986,386.30,18:46:04,4.1,-14.9,1264
12987,386.30,18:46:04,4.1,-14.9,1264
12988,385.70,18:46:35,-4.6,-12.7,1594
12989,385.70,18:46:35,-4.6,-12.7,1594
12990,385.20,18:46:38,5.3,-11.7,1051
12991,385.20,18:46:38,5.3,-11.7,1051
12992,383.20,18:46:48,-0.1,-12.9,1530
12993,383.20,18:46:48,-0.1,-12.9,1530
12994,382.80,18:46:53,1.1,-12.3,1538
12995,382.80,18:46:53,1.1,-12.3,1538
12996,383.80,18:46:58,0.4,-11.6,1150
12997,383.80,18:46:58,0.4,-11.6,1150
12998,381.60,18:47:29,-2.5,-13.1,1342
12999,381.60,18:47:29,-2.5,-13.1,1342
13000,380.80,18:47:38,3.4,-14.2,1177
13001,380.80,18:47:38,3.4,-14.2,1177
13002,380.80,18:47:39,0.8,-12.8,1295
13003,380.80,18:47:39,0.8,-12.8,1295
13004,381.50,18:47:54,-1.2,-12.5,1507
13005,381.50,18:47:54,-1.2,-12.5,1507
13006,386.20,18:48:43,0.5,-13.0,1496
13007,386.20,18:48:43,0.5,-13.0,1496
13008,386.30,18:48:55,2.6,-13.1,1378
13009,386.30,18:48:55,2.6,-13.1,1378
13010,388.20,18:49:15,-1.7,-12.0,1411
13011,388.20,18:49:15,-1.7,-12.0,1411
13012,387.60,18:49:17,4.6,-11.7,1177
13013,387.60,18:49:17,4.6,-11.7,1177
13014,387.70,18:49:32,0.9,-12.4,1398
13015,387.70,18:49:32,0.9,-12.4,1398
13016,387.70,18:49:32,0.9,-13.0,1198
13017,387.70,18:49:32,0.9,-13.0,1198
13018,387.50,18:49:46,-0.0,-12.9,1350
13019,387.50,18:49:46,-0.0,-12.9,1350
13020,387.20,18:49:50,-0.7,-12.7,1335
13021,387.20,18:49:50,-0.7,-12.7,1335
13022,386.90,18:49:52,1.1,-13.5,1249
13023,386.90,18:49:52,1.1,-13.5,1249
13024,386.10,18:49:55,-0.5,-12.9,1366
13025,386.10,18:49:55,-0.5,-12.9,1366
13026,386.20,18:49:58,2.2,-12.8,1294
13027,386.20,18:49:58,2.2,-12.8,1294
13028,385.20,18:50:03,0.3,-12.4,1337
13029,385.20,18:50:03,0.3,-12.4,1337
13030,385.40,18:50:13,1.8,-13.0,1382
13031,385.40,18:50:13,1.8,-13.0,1382
13032,384.80,18:50:22,-1.2,-13.7,1407
13033,384.80,18:50:22,-1.2,-13.7,1407
13034,385.40,18:50:35,1.6,-12.9,1342
13035,385.40,18:50:35,1.6,-12.9,1342
13036,385.70,18:50:48,1.9,-12.5,1268
13037,385.70,18:50:48,1.9,-12.5,1268
13038,385.70,18:50:49,1.2,-12.4,1385
13039,385.70,18:50:49,1.2,-12.4,1385
13040,388.20,18:51:06,2.3,-12.3,1350
13041,388.20,18:51:06,2.3,-12.3,1350
13042,388.30,18:51:07,-1.3,-11.3,1374
13043,388.30,18:51:07,-1.3,-11.3,1374
13044,386.70,18:52:05,-0.3,-12.8,1392
13045,386.70,18:52:05,-0.3,-12.8,1392
13046,385.50,18:52:13,1.1,-12.2,1207
13047,385.50,18:52:13,1.1,-12.2,1207
13048,385.40,18:52:19,2.6,-11.7,1193
13049,385.40,18:52:19,2.6,-11.7,1193
13050,386.20,18:52:36,0.8,-12.3,1381
13051,386.20,18:52:36,0.8,-12.3,1381
13052,385.90,18:52:37,3.5,-12.6,1150
13053,385.90,18:52:37,3.5,-12.6,1150
13054,386.30,18:53:09,2.2,-12.0,1231
13055,386.30,18:53:09,2.2,-12.0,1231
13056,386.30,18:53:10,-3.4,-11.7,1483
13057,386.30,18:53:10,-3.4,-11.7,1483
13058,383.90,18:53:31,3.0,-13.0,1255
13059,383.90,18:53:31,3.0,-13.0,1255
13060,381.90,18:54:08,4.2,-11.8,1201
13061,381.90,18:54:08,4.2,-11.8,1201
13062,383.40,18:54:25,3.2,-13.5,1248
13063,383.40,18:54:25,3.2,-13.5,1248
13064,383.80,18:54:26,3.3,-13.4,1150
13065,383.80,18:54:26,3.3,-13.4,1150
13066,386.60,18:54:35,-2.9,-11.8,1474
13067,386.60,18:54:35,-2.9,-11.8,1474
13068,386.60,18:54:42,-0.2,-12.5,1502
13069,386.60,18:54:42,-0.2,-12.5,1502
13070,386.30,18:54:58,-2.7,-13.6,1434
13071,386.30,18:54:58,-2.7,-13.6,1434
13072,385.20,18:55:00,4.2,-12.1,1289
13073,385.20,18:55:00,4.2,-12.1,1289
13074,383.30,18:55:12,4.0,-12.8,1114
13075,383.30,18:55:12,4.0,-12.8,1114
13076,385.50,18:55:29,-3.5,-13.5,1331
13077,385.50,18:55:29,-3.5,-13.5,1331
13078,385.50,18:55:30,5.0,-14.1,1120
13079,385.50,18:55:30,5.0,-14.1,1120
13080,384.90,18:55:38,3.9,-13.0,1328
13081,384.90,18:55:38,3.9,-13.0,1328
13082,384.90,18:55:38,3.9,-11.6,1249
13083,384.90,18:55:38,3.9,-11.6,1249
13084,384.30,18:55:51,1.0,-14.2,1339
13085,384.30,18:55:51,1.0,-14.2,1339
13086,385.20,18:55:56,4.1,-14.0,1200
13087,385.20,18:55:56,4.1,-14.0,1200
13088,384.40,18:56:18,-1.6,-12.7,1445
13089,384.40,18:56:18,-1.6,-12.7,1445
13090,383.60,18:56:27,5.1,-11.8,1328
13091,383.60,18:56:27,5.1,-11.8,1328
13092,384.20,18:56:33,0.6,-14.2,1431
13093,384.20,18:56:33,0.6,-14.2,1431
13094,383.90,18:56:41,-2.1,-11.8,1406
13095,383.90,18:56:41,-2.1,-11.8,1406
13096,383.40,18:56:48,-2.0,-13.3,1543
13097,383.40,18:56:48,-2.0,-13.3,1543
13098,383.90,18:57:35,0.7,-13.8,1393
13099,383.90,18:57:35,0.7,-13.8,1393
13100,384.50,18:57:40,2.0,-13.7,1266
13101,384.50,18:57:40,2.0,-13.7,1266
13102,385.30,18:57:46,4.0,-13.1,1312
13103,385.30,18:57:46,4.0,-13.1,1312
13104,385.50,18:57:47,-3.4,-12.8,1557
13105,385.50,18:57:47,-3.4,-12.8,1557
13106,386.40,18:58:05,-2.7,-11.6,1429
13107,386.40,18:58:05,-2.7,-11.6,1429
13108,385.80,18:58:16,5.4,-13.8,1328
13109,385.80,18:58:16,5.4,-13.8,1328
13110,385.40,18:58:25,-2.6,-13.2,1536
13111,385.40,18:58:25,-2.6,-13.2,1536
13112,386.50,18:58:33,1.7,-12.5,1115
13113,386.50,18:58:33,1.7,-12.5,1115
13114,387.60,18:58:53,4.0,-13.0,1101
13115,387.60,18:58:53,4.0,-13.0,1101
13116,384.50,18:59:07,0.5,-14.2,1407
13117,384.50,18:59:07,0.5,-14.2,1407
13118,384.00,18:59:11,-1.9,-12.7,1508
13119,384.00,18:59:11,-1.9,-12.7,1508
13120,385.30,18:59:42,0.6,-13.8,1360
13121,385.30,18:59:42,0.6,-13.8,1360
13122,385.20,19:00:16,-1.2,-13.8,1364
13123,385.20,19:00:16,-1.2,-13.8,1364
13124,383.70,19:00:59,1.8,-14.0,1360
13125,383.70,19:00:59,1.8,-14.0,1360
13126,383.80,19:01:04,0.8,-13.8,1250
13127,383.80,19:01:04,0.8,-13.8,1250
13128,384.70,19:01:25,2.6,-12.1,1444
13129,384.70,19:01:25,2.6,-12.1,1444
13130,385.50,19:01:45,-4.5,-11.7,1546
13131,385.50,19:01:45,-4.5,-11.7,1546
13132,385.50,19:01:48,5.3,-12.3,1306
13133,385.50,19:01:48,5.3,-12.3,1306
13134,385.00,19:01:59,1.6,-12.6,1451
13135,385.00,19:01:59,1.6,-12.6,1451
13136,386.30,19:02:03,4.1,-13.3,1291
13137,386.30,19:02:03,4.1,-13.3,1291
13138,387.30,19:02:11,2.9,-12.2,1274
13139,387.30,19:02:11,2.9,-12.2,1274
13140,383.80,19:02:36,3.4,-13.7,1262
13141,383.80,19:02:36,3.4,-13.7,1262
13142,383.70,19:02:41,5.1,-14.2,1159
13143,383.70,19:02:41,5.1,-14.2,1159
13144,380.80,19:03:01,3.4,-14.1,1178
13145,380.80,19:03:01,3.4,-14.1,1178
13146,382.10,19:03:06,5.5,-14.0,1289
13147,382.10,19:03:06,5.5,-14.0,1289
13148,381.40,19:03:12,6.3,-12.3,1114
13149,381.40,19:03:12,6.3,-12.3,1114
13150,382.20,19:03:17,1.7,-13.9,1408
13151,382.20,19:03:17,1.7,-13.9,1408
13152,382.40,19:03:23,2.3,-12.5,1245
13153,382.40,19:03:23,2.3,-12.5,1245
13154,382.40,19:03:23,4.4,-12.8,1138
13155,382.40,19:03:23,4.4,-12.8,1138
13156,385.40,19:04:18,-3.6,-14.3,1494
13157,385.40,19:04:18,-3.6,-14.3,1494
13158,383.70,19:04:23,-2.7,-14.6,1534
13159,383.70,19:04:23,-2.7,-14.6,1534
13160,383.20,19:04:25,-2.0,-14.2,1492
13161,383.20,19:04:25,-2.0,-14.2,1492
13162,383.20,19:04:25,4.1,-12.6,1255
13163,383.20,19:04:25,4.1,-12.6,1255
13164,384.30,19:05:20,1.6,-13.7,1276
13165,384.30,19:05:20,1.6,-13.7,1276
13166,383.10,19:05:33,-0.9,-14.1,1404
13167,383.10,19:05:33,-0.9,-14.1,1404
13168,385.00,19:06:01,0.2,-13.1,1370
13169,385.00,19:06:01,0.2,-13.1,1370
13170,383.70,19:06:15,1.4,-15.7,1484
13171,383.70,19:06:15,1.4,-15.7,1484
13172,382.60,19:06:24,1.4,-14.3,1307
13173,382.60,19:06:24,1.4,-14.3,1307
13174,381.70,19:06:30,1.2,-14.9,1384
13175,381.70,19:06:30,1.2,-14.9,1384
13176,379.60,19:06:59,-2.9,-13.9,1481
13177,379.60,19:06:59,-2.9,-13.9,1481
13178,381.10,19:07:23,0.5,-14.4,1426
13179,381.10,19:07:23,0.5,-14.4,1426
13180,381.10,19:07:23,-4.5,-14.0,1538
13181,381.10,19:07:23,-4.5,-14.0,1538
13182,380.00,19:07:29,-3.1,-14.6,1468
13183,380.00,19:07:29,-3.1,-14.6,1468
13184,382.20,19:07:59,4.2,-14.8,1304
13185,382.20,19:07:59,4.2,-14.8,1304
13186,381.40,19:08:05,-0.2,-15.7,1422
13187,381.40,19:08:05,-0.2,-15.7,1422
13188,382.60,19:09:03,-4.0,-12.9,1636
13189,382.60,19:09:03,-4.0,-12.9,1636
13190,379.10,19:09:27,2.5,-13.7,1173
13191,379.10,19:09:27,2.5,-13.7,1173
13192,379.40,19:09:33,5.0,-14.5,1266
13193,379.40,19:09:33,5.0,-14.5,1266
13194,379.60,19:09:36,-5.2,-13.9,1660
13195,379.60,19:09:36,-5.2,-13.9,1660
13196,381.80,19:09:59,-3.6,-13.2,1580
13197,381.80,19:09:59,-3.6,-13.2,1580
13198,381.50,19:10:11,-3.4,-12.3,1423
13199,381.50,19:10:11,-3.4,-12.3,1423
13200,381.20,19:10:16,2.3,-14.0,1481
13201,381.20,19:10:16,2.3,-14.0,1481
13202,381.40,19:10:20,4.9,-14.0,1252
13203,381.40,19:10:20,4.9,-14.0,1252
13204,381.30,19:10:36,-1.7,-13.6,1373
13205,381.30,19:10:36,-1.7,-13.6,1373
13206,383.30,19:11:06,2.8,-12.7,1280
13207,383.30,19:11:06,2.8,-12.7,1280
13208,383.90,19:11:11,-1.4,-13.8,1226
13209,383.90,19:11:11,-1.4,-13.8,1226
13210,383.30,19:11:14,-1.9,-14.1,1503
13211,383.30,19:11:14,-1.9,-14.1,1503
13212,383.00,19:11:45,1.8,-14.0,1313
13213,383.00,19:11:45,1.8,-14.0,1313
13214,382.90,19:11:47,1.2,-13.9,1265
13215,382.90,19:11:47,1.2,-13.9,1265
13216,381.70,19:11:59,-3.2,-12.9,1460
13217,381.70,19:11:59,-3.2,-12.9,1460
13218,383.40,19:12:10,0.7,-13.2,1527
13219,383.40,19:12:10,0.7,-13.2,1527
13220,382.60,19:12:19,0.1,-13.4,1680
13221,382.60,19:12:19,0.1,-13.4,1680
13222,385.10,19:12:52,4.3,-13.6,1165
13223,385.10,19:12:52,4.3,-13.6,1165
13224,383.30,19:13:05,-2.9,-12.8,1435
13225,383.30,19:13:05,-2.9,-12.8,1435
13226,382.30,19:13:20,-0.4,-14.6,1426
13227,382.30,19:13:20,-0.4,-14.6,1426
13228,379.60,19:13:39,0.4,-14.6,1279
13229,379.60,19:13:39,0.4,-14.6,1279
13230,382.30,19:14:09,-1.2,-14.1,1399
13231,382.30,19:14:09,-1.2,-14.1,1399
13232,379.50,19:14:40,-3.7,-13.1,1463
13233,379.50,19:14:40,-3.7,-13.1,1463
13234,381.50,19:15:01,1.2,-13.1,1240
13235,381.50,19:15:01,1.2,-13.1,1240
13236,382.00,19:15:05,2.5,-12.0,1181
13237,382.00,19:15:05,2.5,-12.0,1181
13238,381.10,19:15:15,-0.5,-13.4,1240
13239,381.10,19:15:15,-0.5,-13.4,1240
13240,382.10,19:15:31,3.9,-12.5,1210
13241,382.10,19:15:31,3.9,-12.5,1210
13242,384.90,19:15:40,-4.2,-11.7,1436
13243,384.90,19:15:40,-4.2,-11.7,1436
13244,385.30,19:15:42,4.6,-13.7,1123
13245,385.30,19:15:42,4.6,-13.7,1123
13246,385.70,19:15:47,-0.9,-13.5,1426
13247,385.70,19:15:47,-0.9,-13.5,1426
13248,385.10,19:15:53,-0.3,-12.4,1206
13249,385.10,19:15:53,-0.3,-12.4,1206
13250,383.50,19:16:14,1.7,-12.8,1350
13251,383.50,19:16:14,1.7,-12.8,1350
13252,383.00,19:16:19,2.4,-12.6,1288
13253,383.00,19:16:19,2.4,-12.6,1288
13254,382.80,19:16:21,-2.0,-13.2,1382
13255,382.80,19:16:21,-2.0,-13.2,1382
13256,383.20,19:16:28,3.4,-13.0,1241
13257,383.20,19:16:28,3.4,-13.0,1241
13258,383.00,19:16:46,0.8,-12.8,1194
13259,383.00,19:16:46,0.8,-12.8,1194
13260,383.70,19:16:55,0.2,-13.3,1346
13261,383.70,19:16:55,0.2,-13.3,1346
13262,383.40,19:17:02,-0.6,-12.7,1325
13263,383.40,19:17:02,-0.6,-12.7,1325
13264,383.70,19:17:46,2.3,-12.9,1295
13265,383.70,19:17:46,2.3,-12.9,1295
13266,384.80,19:18:14,2.0,-13.4,1272
13267,384.80,19:18:14,2.0,-13.4,1272
13268,384.90,19:18:25,0.1,-13.1,1354
13269,384.90,19:18:25,0.1,-13.1,1354
13270,383.80,19:18:29,3.0,-13.2,1228
13271,383.80,19:18:29,3.0,-13.2,1228
13272,384.00,19:18:32,0.4,-13.0,1322
13273,384.00,19:18:32,0.4,-13.0,1322
13274,384.30,19:18:38,1.4,-12.2,1327
13275,384.30,19:18:38,1.4,-12.2,1327
13276,384.50,19:18:42,1.4,-12.9,1276
13277,384.50,19:18:42,1.4,-12.9,1276
13278,383.60,19:19:09,-0.5,-13.4,1359
13279,383.60,19:19:09,-0.5,-13.4,1359
13280,384.50,19:19:19,2.4,-13.1,1209
13281,384.50,19:19:19,2.4,-13.1,1209
13282,383.50,19:19:25,1.8,-13.4,1081
13283,383.50,19:19:25,1.8,-13.4,1081
13284,382.90,19:19:40,-1.4,-13.1,1504
13285,382.90,19:19:40,-1.4,-13.1,1504
13286,383.90,19:19:49,5.2,-12.4,1227
13287,383.90,19:19:49,5.2,-12.4,1227
13288,386.20,19:20:14,1.2,-13.5,1384
13289,386.20,19:20:14,1.2,-13.5,1384
13290,384.00,19:20:46,-2.4,-12.4,1388
13291,384.00,19:20:46,-2.4,-12.4,1388
13292,386.50,19:21:10,-0.5,-13.8,1216
13293,386.50,19:21:10,-0.5,-13.8,1216
13294,384.60,19:21:17,-3.6,-13.0,1545
13295,384.60,19:21:17,-3.6,-13.0,1545
13296,384.40,19:21:43,2.4,-12.4,1234
13297,384.40,19:21:43,2.4,-12.4,1234
13298,387.50,19:22:10,3.9,-12.0,1196
13299,387.50,19:22:10,3.9,-12.0,1196
13300,386.70,19:22:42,-0.1,-12.0,1383
13301,386.70,19:22:42,-0.1,-12.0,1383
13302,386.90,19:23:08,-0.1,-14.5,1493
13303,386.90,19:23:08,-0.1,-14.5,1493
13304,387.10,19:23:14,5.4,-12.3,1142
13305,387.10,19:23:14,5.4,-12.3,1142
13306,385.30,19:23:23,-2.4,-13.2,1281
13307,385.30,19:23:23,-2.4,-13.2,1281
13308,384.70,19:23:27,2.1,-12.1,1163
13309,384.70,19:23:27,2.1,-12.1,1163
13310,386.00,19:23:51,3.9,-12.0,1173
13311,386.00,19:23:51,3.9,-12.0,1173
13312,385.70,19:23:56,1.9,-13.1,1259
13313,385.70,19:23:56,1.9,-13.1,1259
13314,386.80,19:24:21,-1.6,-12.5,1372
13315,386.80,19:24:21,-1.6,-12.5,1372
13316,387.40,19:24:25,4.0,-12.7,1191
13317,387.40,19:24:25,4.0,-12.7,1191
13318,387.40,19:24:35,-0.3,-12.8,1266
13319,387.40,19:24:35,-0.3,-12.8,1266
13320,387.30,19:25:00,2.8,-11.9,1244
13321,387.30,19:25:00,2.8,-11.9,1244
13322,386.20,19:25:16,2.1,-11.7,1218
13323,386.20,19:25:16,2.1,-11.7,1218
13324,385.10,19:25:29,4.4,-12.2,1313
13325,385.10,19:25:29,4.4,-12.2,1313
13326,384.60,19:25:40,2.8,-13.6,1209
13327,384.60,19:25:40,2.8,-13.6,1209
13328,384.50,19:25:42,-3.9,-13.3,1523
13329,384.50,19:25:42,-3.9,-13.3,1523
13330,385.10,19:25:43,-1.9,-13.5,1288
13331,385.10,19:25:43,-1.9,-13.5,1288
13332,383.00,19:26:07,0.5,-13.9,1326
13333,383.00,19:26:07,0.5,-13.9,1326
13334,383.00,19:26:08,-1.3,-13.4,1382
13335,383.00,19:26:08,-1.3,-13.4,1382
13336,383.10,19:26:26,1.7,-13.0,1316
13337,383.10,19:26:26,1.7,-13.0,1316
13338,383.30,19:26:37,4.8,-13.4,1208
13339,383.30,19:26:37,4.8,-13.4,1208
13340,385.00,19:27:08,-3.6,-12.4,1387
13341,385.00,19:27:08,-3.6,-12.4,1387
13342,384.20,19:27:23,-0.4,-14.8,1298
13343,384.20,19:27:23,-0.4,-14.8,1298
13344,384.00,19:27:27,1.6,-12.5,1276
13345,384.00,19:27:27,1.6,-12.5,1276
13346,383.30,19:27:36,-3.8,-13.8,1318
13347,383.30,19:27:36,-3.8,-13.8,1318
13348,382.40,19:27:47,-2.7,-14.7,1432
13349,382.40,19:27:47,-2.7,-14.7,1432
13350,381.10,19:27:54,-3.6,-14.5,1387
13351,381.10,19:27:54,-3.6,-14.5,1387
13352,381.00,19:28:41,1.0,-14.4,1343
13353,381.00,19:28:41,1.0,-14.4,1343
13354,384.40,19:29:17,-2.9,-13.7,1512
13355,384.40,19:29:17,-2.9,-13.7,1512
13356,384.50,19:29:23,-3.4,-12.8,1436
13357,384.50,19:29:23,-3.4,-12.8,1436
13358,384.80,19:29:25,1.8,-13.9,1244
13359,384.80,19:29:25,1.8,-13.9,1244
13360,385.90,19:29:36,0.4,-13.4,1337
13361,385.90,19:29:36,0.4,-13.4,1337
13362,385.50,19:30:14,1.4,-13.2,1260
13363,385.50,19:30:14,1.4,-13.2,1260
13364,385.30,19:30:17,3.1,-12.3,1167
13365,385.30,19:30:17,3.1,-12.3,1167
13366,385.80,19:30:18,6.7,-13.0,1082
13367,385.80,19:30:18,6.7,-13.0,1082
13368,386.20,19:30:26,5.8,-13.0,928
13369,386.20,19:30:26,5.8,-13.0,928
13370,386.10,19:30:33,5.0,-11.8,1043
13371,386.10,19:30:33,5.0,-11.8,1043
13372,386.00,19:30:38,0.6,-13.4,1380
13373,386.00,19:30:38,0.6,-13.4,1380
13374,387.80,19:30:53,-2.0,-13.4,1407
13375,387.80,19:30:53,-2.0,-13.4,1407
13376,389.30,19:31:12,-4.3,-11.4,1450
13377,389.30,19:31:12,-4.3,-11.4,1450
13378,388.60,19:31:20,4.3,-12.9,978
13379,388.60,19:31:20,4.3,-12.9,978
13380,387.80,19:31:25,0.4,-14.7,1314
13381,387.80,19:31:25,0.4,-14.7,1314
13382,386.90,19:31:28,1.3,-13.3,1319
13383,386.90,19:31:28,1.3,-13.3,1319
13384,386.10,19:31:32,2.9,-12.9,1222
13385,386.10,19:31:32,2.9,-12.9,1222
13386,385.80,19:31:38,1.4,-13.3,1130
13387,385.80,19:31:38,1.4,-13.3,1130
13388,383.60,19:31:55,-0.9,-13.3,1356
13389,383.60,19:31:55,-0.9,-13.3,1356
13390,384.60,19:32:03,5.9,-13.9,1139
13391,384.60,19:32:03,5.9,-13.9,1139
13392,384.50,19:32:05,-5.9,-13.0,1465
13393,384.50,19:32:05,-5.9,-13.0,1465
13394,382.20,19:32:22,-0.2,-14.5,1353
13395,382.20,19:32:22,-0.2,-14.5,1353
13396,382.30,19:32:25,2.0,-14.4,1368
13397,382.30,19:32:25,2.0,-14.4,1368
13398,382.80,19:32:46,0.1,-14.9,1296
13399,382.80,19:32:46,0.1,-14.9,1296
13400,382.60,19:33:13,1.7,-14.2,1245
13401,382.60,19:33:13,1.7,-14.2,1245
13402,382.60,19:33:19,3.6,-13.9,1220
13403,382.60,19:33:19,3.6,-13.9,1220
13404,381.90,19:33:38,-2.6,-15.2,1411
13405,381.90,19:33:38,-2.6,-15.2,1411
13406,381.90,19:33:38,-3.0,-14.2,1466
13407,381.90,19:33:38,-3.0,-14.2,1466
13408,382.40,19:33:46,5.2,-13.4,1140
13409,382.40,19:33:46,5.2,-13.4,1140
13410,382.20,19:33:50,-2.1,-14.3,1470
13411,382.20,19:33:50,-2.1,-14.3,1470
13412,383.20,19:34:16,-0.3,-13.9,1254
13413,383.20,19:34:16,-0.3,-13.9,1254
13414,382.60,19:34:17,1.4,-13.4,1373
13415,382.60,19:34:17,1.4,-13.4,1373
13416,382.60,19:34:21,4.5,-13.6,1289
13417,382.60,19:34:21,4.5,-13.6,1289
13418,382.60,19:34:21,6.4,-13.2,1243
13419,382.60,19:34:21,6.4,-13.2,1243
13420,382.60,19:34:50,4.6,-12.4,1058
13421,382.60,19:34:50,4.6,-12.4,1058
13422,382.30,19:34:52,1.9,-14.0,1343
13423,382.30,19:34:52,1.9,-14.0,1343
13424,380.30,19:35:13,-1.9,-14.6,1450
13425,380.30,19:35:13,-1.9,-14.6,1450
13426,380.60,19:35:30,3.8,-13.8,1229
13427,380.60,19:35:30,3.8,-13.8,1229
13428,381.50,19:35:43,-2.7,-14.7,1537
13429,381.50,19:35:43,-2.7,-14.7,1537
13430,377.80,19:36:06,1.7,-15.6,1397
13431,377.80,19:36:06,1.7,-15.6,1397
13432,376.30,19:36:10,-0.6,-15.4,1317
13433,376.30,19:36:10,-0.6,-15.4,1317
13434,375.00,19:36:16,1.2,-15.3,1206
13435,375.00,19:36:16,1.2,-15.3,1206
13436,375.50,19:36:46,0.3,-15.1,1397
13437,375.50,19:36:46,0.3,-15.1,1397
13438,375.30,19:36:50,2.0,-15.2,1181
13439,375.30,19:36:50,2.0,-15.2,1181
13440,377.30,19:37:09,-2.9,-14.2,1699
13441,377.30,19:37:09,-2.9,-14.2,1699
13442,378.70,19:37:24,3.9,-14.1,1229
13443,378.70,19:37:24,3.9,-14.1,1229
13444,378.80,19:37:26,5.9,-14.3,1116
13445,378.80,19:37:26,5.9,-14.3,1116
13446,377.60,19:37:43,-0.1,-13.5,1321
13447,377.60,19:37:43,-0.1,-13.5,1321
13448,377.00,19:38:11,-1.3,-13.8,1474
13449,377.00,19:38:11,-1.3,-13.8,1474
13450,377.30,19:38:15,2.2,-15.3,1269
13451,377.30,19:38:15,2.2,-15.3,1269
13452,378.10,19:38:33,-0.6,-15.9,1365
13453,378.10,19:38:33,-0.6,-15.9,1365
13454,378.10,19:38:33,2.1,-13.7,1247
13455,378.10,19:38:33,2.1,-13.7,1247
13456,375.70,19:39:04,3.6,-13.7,1181
13457,375.70,19:39:04,3.6,-13.7,1181
13458,376.00,19:39:05,-2.6,-13.3,1481
13459,376.00,19:39:05,-2.6,-13.3,1481
13460,378.20,19:39:16,-0.1,-14.3,1358
13461,378.20,19:39:16,-0.1,-14.3,1358
13462,380.40,19:39:37,-5.1,-13.0,1485
13463,380.40,19:39:37,-5.1,-13.0,1485
13464,380.30,19:40:11,-0.5,-14.5,1338
13465,380.30,19:40:11,-0.5,-14.5,1338
13466,379.40,19:40:21,-0.2,-14.9,1219
13467,379.40,19:40:21,-0.2,-14.9,1219
13468,381.00,19:40:32,0.0,-13.9,1270
13469,381.00,19:40:32,0.0,-13.9,1270
13470,380.30,19:40:46,-1.3,-16.2,1115
13471,380.30,19:40:46,-1.3,-16.2,1115
13472,378.60,19:40:52,2.8,-15.9,1171
13473,378.60,19:40:52,2.8,-15.9,1171
13474,379.00,19:40:58,1.9,-14.1,1285
13475,379.00,19:40:58,1.9,-14.1,1285
13476,378.80,19:41:13,5.4,-14.4,996
13477,378.80,19:41:13,5.4,-14.4,996
13478,378.60,19:41:20,4.9,-14.4,1158
13479,378.60,19:41:20,4.9,-14.4,1158
13480,378.40,19:41:26,3.0,-13.4,1152
13481,378.40,19:41:26,3.0,-13.4,1152
13482,377.70,19:41:39,-1.3,-13.1,1362
13483,377.70,19:41:39,-1.3,-13.1,1362
13484,380.30,19:41:52,-3.8,-13.4,1514
13485,380.30,19:41:52,-3.8,-13.4,1514
13486,380.70,19:42:03,4.8,-13.3,1125
13487,380.70,19:42:03,4.8,-13.3,1125
13488,382.40,19:42:32,-1.3,-12.2,1418
13489,382.40,19:42:32,-1.3,-12.2,1418
13490,381.30,19:42:58,-0.7,-14.0,1332
13491,381.30,19:42:58,-0.7,-14.0,1332
13492,381.30,19:43:37,4.8,-13.6,1053
13493,381.30,19:43:37,4.8,-13.6,1053
13494,380.80,19:43:52,-2.1,-13.5,1493
13495,380.80,19:43:52,-2.1,-13.5,1493
13496,381.00,19:44:13,1.6,-14.6,1203
13497,381.00,19:44:13,1.6,-14.6,1203
13498,382.00,19:44:31,-0.6,-13.9,1309
13499,382.00,19:44:31,-0.6,-13.9,1309
13500,381.00,19:44:45,-1.0,-12.9,1450
13501,381.00,19:44:45,-1.0,-12.9,1450
13502,381.10,19:44:51,1.3,-13.3,1262
13503,381.10,19:44:51,1.3,-13.3,1262
13504,382.10,19:45:00,-2.5,-15.5,1453
13505,382.10,19:45:00,-2.5,-15.5,1453
13506,381.70,19:45:02,4.5,-14.2,1100
13507,381.70,19:45:02,4.5,-14.2,1100
13508,381.40,19:45:05,-3.4,-14.0,1421
13509,381.40,19:45:05,-3.4,-14.0,1421
13510,381.30,19:45:08,4.2,-13.7,1075
13511,381.30,19:45:08,4.2,-13.7,1075
13512,381.30,19:45:11,-4.1,-13.0,1464
13513,381.30,19:45:11,-4.1,-13.0,1464
13514,381.00,19:45:18,-0.1,-12.9,1246
13515,381.00,19:45:18,-0.1,-12.9,1246
13516,382.80,19:45:29,-2.3,-13.5,1446
13517,382.80,19:45:29,-2.3,-13.5,1446
13518,382.30,19:45:32,3.5,-13.4,1208
13519,382.30,19:45:32,3.5,-13.4,1208
13520,382.80,19:45:50,-2.6,-13.8,1434
13521,382.80,19:45:50,-2.6,-13.8,1434
13522,383.80,19:45:55,-0.8,-14.0,1396
13523,383.80,19:45:55,-0.8,-14.0,1396
13524,387.20,19:46:35,3.5,-10.9,1115
13525,387.20,19:46:35,3.5,-10.9,1115
13526,386.70,19:46:42,3.7,-12.2,1133
13527,386.70,19:46:42,3.7,-12.2,1133
13528,386.60,19:47:14,-0.9,-12.8,1372
13529,386.60,19:47:14,-0.9,-12.8,1372
13530,386.90,19:47:21,3.0,-11.2,1125
13531,386.90,19:47:21,3.0,-11.2,1125
13532,386.90,19:47:23,-0.8,-12.2,1452
13533,386.90,19:47:23,-0.8,-12.2,1452
13534,384.40,19:47:59,-2.6,-13.4,1460
