date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
14	205139	5147.8607	10423.3416	1119.2	 664.2	2470	  896.0	 36.1	  893.0	 -2.0	191.80	14.96	5.17	18.65	2.87	40.75	-0.50	34.5	36.1	464
14	205249	5147.8637	10423.3369	1120.5	 665.5	2380	  896.1	 36.1	  893.0	 -2.0	194.54	14.96	5.16	18.65	2.90	40.75	-0.50	34.4	36.1	465
14	205349	5147.8596	10423.3355	1119.1	 664.1	2383	  895.9	 36.1	  893.2	 -1.9	191.80	14.96	5.16	18.65	2.90	40.75	-0.25	34.4	36.2	466
14	205449	5147.8610	10423.3371	1120.4	 665.4	2389	  895.8	 36.1	  893.1	 -2.0	189.06	14.96	5.16	18.66	2.91	40.50	0.00	34.4	36.2	467
14	205650	5147.8619	10423.3362	1119.5	 664.5	2415	  895.9	 36.1	  893.2	 -2.0	189.06	14.96	5.17	18.66	2.90	40.75	-0.25	34.5	36.2	468
14	205750	5147.8617	10423.3383	1119.4	 664.4	2446	  895.8	 36.1	  893.2	 -1.9	189.06	14.96	5.16	18.65	2.90	41.25	-0.25	34.5	36.1	469
14	205850	5147.8621	10423.3379	1119.4	 664.4	2431	  895.9	 36.2	  893.2	 -2.0	189.06	14.96	5.17	18.65	2.93	41.00	-0.50	34.5	36.2	470
14	205950	5147.8622	10423.3375	1119.2	 664.2	2420	  895.9	 36.2	  893.1	 -1.9	191.80	14.95	5.17	18.65	2.91	41.00	-0.25	34.4	36.2	471
14	210151	5147.8595	10423.3433	1116.0	 661.0	2487	  895.8	 36.2	  893.3	 -1.9	189.06	14.96	5.16	18.66	2.88	41.00	0.00	34.5	36.3	472
14	210251	5147.8624	10423.3384	1114.8	 659.8	2434	  896.0	 36.2	  893.2	 -1.9	189.06	14.96	5.17	18.65	2.90	41.00	0.00	34.5	36.3	473
14	210351	5147.8629	10423.3379	1114.2	 659.2	2439	  895.8	 36.2	  893.3	 -1.9	191.80	14.96	5.17	18.66	2.94	40.75	0.25	34.5	36.3	474
14	210452	5147.8629	10423.3381	1114.2	 659.2	2443	  896.0	 36.2	  893.1	 -2.0	189.06	14.95	5.17	18.65	2.91	40.75	0.25	34.6	36.2	475
14	210652	5147.8720	10423.3325	1110.6	 655.6	2434	  896.0	 36.2	  893.2	 -1.9	186.32	14.96	5.17	18.65	2.90	40.75	0.00	34.5	36.3	476
14	210753	5147.8723	10423.3320	1110.5	 655.5	2403	  896.1	 36.2	  893.4	 -1.9	189.06	14.96	5.16	18.66	2.88	40.75	-0.25	34.6	36.2	477
14	210852	5147.8744	10423.3282	1109.7	 654.7	2407	  896.2	 36.2	  893.5	 -1.9	189.06	14.96	5.16	18.65	2.91	41.00	0.00	34.5	36.2	478
14	210952	5147.8761	10423.3257	1109.2	 654.2	2390	  896.3	 36.2	  893.6	 -1.9	186.32	14.96	5.17	18.65	2.93	41.25	0.00	34.6	36.3	479
14	211154	5147.8757	10423.3315	1108.8	 653.8	2461	  896.4	 36.3	  893.8	 -1.9	189.06	14.95	5.16	18.66	2.96	41.00	-0.25	34.5	36.3	480
14	211254	5147.8777	10423.3300	1108.4	 653.4	2454	  896.4	 36.3	  893.9	 -1.9	194.54	14.96	5.16	18.65	2.99	41.00	-0.25	34.6	36.3	481
14	211354	5147.8780	10423.3315	1108.4	 653.4	2431	  896.3	 36.3	  893.8	 -1.9	194.54	14.96	5.16	18.65	2.91	41.25	-0.25	34.7	36.5	482
14	211454	5147.8761	10423.3392	1109.8	 654.8	2542	  896.1	 36.3	  893.4	 -1.9	202.76	14.96	5.16	18.65	2.85	41.00	-0.25	34.6	36.3	483
14	211655	5147.8760	10423.3377	1110.6	 655.6	2476	  896.2	 36.3	  893.6	 -1.9	194.54	14.96	5.16	18.66	2.88	41.00	-0.25	34.6	36.4	484
14	211755	5147.8876	10423.3374	1106.9	 651.9	2464	  896.5	 36.3	  894.1	 -1.9	189.06	14.96	5.16	18.65	2.94	41.00	0.00	34.6	36.4	485
14	211855	5147.8916	10423.3368	1104.9	 649.9	2469	  896.6	 36.4	  894.2	 -1.9	191.80	14.96	5.16	18.65	2.93	41.00	0.00	34.6	36.4	486


