EID,I_coef
27091,1.4919863475196893
27093,1.4919863475196893
27095,1.4919863475196893
27097,1.4919863475196893
27099,1.4919863475196893
27101,1.4919863475196893
27103,1.4919863475196893
27105,1.4919863475196893
27107,1.4919863475196893
27109,1.4919863475196893
27111,1.4919863475196893
27113,1.4919863475196893
27117,1.4919863475196893
27119,1.4919863475196893
27121,1.4919863475196893
27125,1.4919863475196893
27127,1.4919863475196893
27131,1.4919863475196893
27133,1.4919863475196893
27135,1.4919863475196893
27137,1.4919863475196893
27139,1.4919863475196893
27141,1.4919863475196893
27145,1.4919863475196893
27147,1.4919863475196893
27149,1.4919863475196893
27153,1.4919863475196893
27155,1.4919863475196893
27157,1.4919863475196893
27159,1.4919863475196893
27161,1.4919863475196893
27163,1.4919863475196893
27165,1.4919863475196893
27169,1.4919863475196893
27171,1.4919863475196893
27173,1.4919863475196893
27175,1.4919863475196893
27177,1.4919863475196893
27179,1.4919863475196893
27181,1.4919863475196893
27183,1.4919863475196893
27185,1.4919863475196893
27187,1.4919863475196893
27189,1.4919863475196893
27191,1.4919863475196893
27197,1.4919863475196893
27199,1.4919863475196893
27201,1.4919863475196893
27203,1.4919863475196893
27205,1.4919863475196893
27207,1.4919863475196893
27209,1.4919863475196893
27211,1.4919863475196893
27213,1.4919863475196893
27215,1.4919863475196893
27219,1.4919863475196893
27221,1.4919863475196893
27225,1.4919863475196893
27227,1.4919863475196893
27231,1.4919863475196893
27233,1.4919863475196893
27235,1.4919863475196893
27239,1.4919863475196893
27243,1.4919863475196893
27247,1.4919863475196893
27249,1.4919863475196893
27251,1.4919863475196893
27253,1.4919863475196893
27259,1.4919863475196893
27261,1.4919863475196893
27263,1.4919863475196893
27267,1.4919863475196893
27269,1.4919863475196893
27271,1.4919863475196893
27273,1.4919863475196893
27275,1.4919863475196893
27277,1.4919863475196893
27281,1.4919863475196893
27283,1.4919863475196893
27285,1.4919863475196893
27287,1.4919863475196893
27293,1.4919863475196893
27295,1.4919863475196893
27297,1.4919863475196893
27299,1.4919863475196893
27301,1.4919863475196893
27303,1.4919863475196893
27305,1.4919863475196893
27307,1.4919863475196893
27309,1.4919863475196893
27311,1.4919863475196893
27313,1.4919863475196893
27315,1.4919863475196893
27317,1.4919863475196893
27319,1.4919863475196893
27323,1.4919863475196893
27327,1.4919863475196893
27329,1.4919863475196893
27331,1.4919863475196893
27333,1.4919863475196893
27335,1.4919863475196893
27337,1.4919863475196893
27339,1.4919863475196893
27341,1.4919863475196893
27343,1.4919863475196893
27347,1.4919863475196893
27353,1.4919863475196893
27355,0.9714548736721735
27357,0.9714548736721735
27361,0.9714548736721735
27363,0.9714548736721735
27365,0.9714548736721735
27367,0.9714548736721735
27369,0.9714548736721735
27373,0.9714548736721735
27375,0.9714548736721735
27379,0.9714548736721735
27381,0.9714548736721735
27383,0.9714548736721735
27387,0.9714548736721735
27389,0.9714548736721735
27391,0.9714548736721735
27393,0.9714548736721735
27395,0.9714548736721735
27397,0.9714548736721735
27399,0.9714548736721735
27401,0.9714548736721735
27403,0.9714548736721735
27405,0.9714548736721735
27407,0.9714548736721735
27410,0.9714548736721735
27414,0.9714548736721735
27416,0.9714548736721735
27418,0.9714548736721735
27420,0.9714548736721735
27422,0.9714548736721735
27426,0.9714548736721735
27428,0.9714548736721735
27430,0.9714548736721735
27434,0.9714548736721735
27436,0.9714548736721735
27438,0.9714548736721735
27440,0.9714548736721735
27442,0.9714548736721735
27444,0.9714548736721735
27446,0.9714548736721735
27448,0.9714548736721735
27450,0.9714548736721735
27452,0.9714548736721735
27458,0.9714548736721735
27460,0.9714548736721735
27462,0.9714548736721735
27466,0.9714548736721735
27468,0.9714548736721735
27472,0.9714548736721735
27474,0.9714548736721735
27478,0.9714548736721735
27480,0.9714548736721735
27482,0.9714548736721735
27486,0.9714548736721735
27490,0.9714548736721735
27494,0.9714548736721735
27496,0.9714548736721735
27498,0.9714548736721735
27500,0.9714548736721735
27502,0.9714548736721735
27506,0.9714548736721735
27508,0.9714548736721735
27510,0.9714548736721735
27512,0.9714548736721735
27516,0.9714548736721735
27518,0.9714548736721735
27520,0.9714548736721735
27524,0.9714548736721735
27530,0.9714548736721735
27532,0.9714548736721735
27534,0.9714548736721735
27536,0.9714548736721735
27538,0.9714548736721735
27540,0.9714548736721735
27544,0.9714548736721735
27546,0.9714548736721735
27550,0.9714548736721735
27552,0.9714548736721735
27554,0.9714548736721735
27556,0.9714548736721735
27558,0.9714548736721735
27560,0.9714548736721735
27562,0.9714548736721735
27566,0.9714548736721735
27568,0.9714548736721735
27572,0.9714548736721735
27578,0.9714548736721735
27580,0.9714548736721735
27586,0.9714548736721735
27588,0.9714548736721735
27592,0.9714548736721735
27596,0.9714548736721735
27598,0.9714548736721735
27602,0.9714548736721735
27606,0.9714548736721735
27608,1.0
27610,1.0
27614,1.0
27616,1.0
27618,1.0
27622,1.0
27624,1.0
27626,1.0
27628,1.0
27630,1.0
27632,1.0
27636,1.0
27638,1.0
27640,1.0
27644,1.0
27646,1.0
27648,1.0
27650,1.0
27654,1.0
27656,1.0
27658,1.0
27664,1.0
27666,1.0
27668,1.0
27672,1.0
27674,1.0
27680,1.0
27682,1.0
27686,1.0
27688,1.0
27694,1.0
27698,1.0
27700,1.0
27702,1.0
27704,1.0
27706,1.0
27708,1.0
27710,1.0
27712,1.0
27714,1.0
27718,1.0
27720,1.0
27722,1.0
27724,1.0
27726,1.0
27728,1.0
27730,1.0
27732,1.0
27734,1.0
27736,1.0
27738,1.0
27740,1.0
27742,1.0
27746,1.0
27748,1.0
27752,1.0
27754,1.0
27756,1.0
27758,1.0
27760,1.0
27764,1.0
27766,1.0
27770,1.0661352065985232
27772,1.0661352065985232
27776,1.0661352065985232
27778,1.0661352065985232
27780,1.0661352065985232
27782,1.0661352065985232
27784,1.0661352065985232
27790,1.0661352065985232
27796,1.0661352065985232
27800,1.0661352065985232
27802,1.0661352065985232
27804,1.0661352065985232
27806,1.0661352065985232
27808,1.0661352065985232
27810,1.0661352065985232
27812,1.0661352065985232
27814,1.0661352065985232
27816,1.0661352065985232
27820,1.0661352065985232
27824,1.0661352065985232
27828,1.0661352065985232
27832,1.0661352065985232
27834,1.0661352065985232
27836,1.0661352065985232
27840,1.0661352065985232
27842,1.0661352065985232
27844,1.0661352065985232
27846,1.0661352065985232
27848,1.0661352065985232
27850,1.0661352065985232
27852,1.0661352065985232
27854,1.0661352065985232
27856,1.0661352065985232
27858,1.0661352065985232
27860,1.0661352065985232
27862,1.0661352065985232
27864,1.0661352065985232
27866,1.0661352065985232
27868,1.0661352065985232
27872,1.0661352065985232
27874,1.0661352065985232
27876,1.0661352065985232
27878,1.0661352065985232
27880,1.0661352065985232
27882,1.0661352065985232
27884,1.0661352065985232
27886,1.0661352065985232
27888,1.0661352065985232
27892,1.0661352065985232
27894,1.0661352065985232
27896,1.0661352065985232
27898,1.0661352065985232
27900,1.0661352065985232
27902,1.0661352065985232
27904,1.0661352065985232
27908,1.0661352065985232
27910,1.0661352065985232
27914,1.0661352065985232
27916,1.0661352065985232
27918,1.0661352065985232
27920,1.0661352065985232
27922,1.0661352065985232
27924,1.0661352065985232
27926,1.0661352065985232
27930,1.0661352065985232
27934,1.0661352065985232
27936,1.0661352065985232
27938,1.0661352065985232
27940,1.0661352065985232
27942,1.0661352065985232
27944,1.0661352065985232
27946,1.0661352065985232
27948,1.0661352065985232
27952,1.0661352065985232
27954,1.0661352065985232
27956,1.0661352065985232
27958,1.0661352065985232
27960,1.0661352065985232
27962,1.0661352065985232
27964,1.0661352065985232
27966,1.0
27968,1.0
27970,1.0
27972,1.0
27974,1.0
27976,1.0
27978,1.0
27980,1.0
27982,1.0
27984,1.0
27986,1.0
27988,1.0
27992,1.0
27998,1.0
28000,1.0
28002,1.0
28004,1.0
28006,1.0
28008,1.0
28010,1.0
28012,1.0
28018,1.0
28020,1.0
28022,1.0
28026,1.0
28028,1.0
28030,1.0
28034,1.0
28036,1.0
28038,1.0
28040,1.0
28042,1.0
28045,1.0
28047,1.0
28049,1.0
28051,1.0
28053,1.0
28055,1.0
28057,1.0
28059,1.0
28061,1.0
28063,1.0
28065,1.0
28069,1.0
28071,1.0
28073,1.0
28075,1.0
28077,1.0
28081,1.0
28083,1.0
28085,1.0
28089,1.0
28093,1.0
28095,1.0
28099,1.0
28101,1.0
28103,1.0
28107,1.0
28109,1.0
28111,1.0
28113,1.0
28115,1.0
28117,1.0
28121,1.0
28125,1.0
28127,1.0
28135,1.0
28137,1.0
28139,1.0
28141,1.0
28143,1.0
28145,1.0
28147,1.0
28149,1.0
28151,1.0
28153,1.0
28155,1.0
28157,1.0
28159,1.0
28161,1.0
28163,1.0
28165,1.0
28169,1.0
28173,1.0
28175,1.0
28177,1.0
28179,1.0
28181,1.0
28183,1.0
28189,1.0
28193,1.0
28195,1.0
28197,1.0
28199,1.0
28201,1.0
28203,1.0
28205,1.0
28207,1.0
28213,1.0
28215,1.0
28217,1.0
28219,1.0
28223,1.0
28225,1.0
28229,1.0
28231,1.0
28237,1.0
28239,1.0
28241,1.0
28243,1.0
28245,1.0
28247,1.0
28249,1.0
28251,1.0
28253,1.0
28255,1.0
28257,1.0
28259,1.0
28265,1.0
28267,1.0
28269,1.0
28271,1.0
28275,1.0
28277,1.0
28279,1.0
28281,1.0
28287,1.0
28289,1.0
28291,1.0
28297,1.0
28299,1.0
28303,1.0
28305,1.0
28307,1.0
28309,1.0
28313,1.0
28317,1.0
28319,1.0
28321,1.0
28325,1.0
28327,1.0
28329,1.0
28331,1.0
28333,1.0
28335,1.0
28337,1.0
28339,1.0
28341,1.0
28343,1.0
28345,1.0
28351,1.0
28355,1.0
28357,1.0
28359,1.0
28361,1.0
28363,1.0
28365,1.0
28367,1.0
28369,1.0
28371,1.0
28373,1.0
28375,1.0
28377,1.0
28379,1.0
28383,1.0
28385,1.0
28391,1.0
28395,1.0
28397,1.0
28401,1.0
28405,1.0
28409,1.0
28411,1.0
28415,1.0
28421,1.0
28423,1.0
28425,1.0
28429,1.0
28431,1.0
28433,1.0
28435,1.0
28439,1.0
28442,1.0
28444,1.0
28447,1.0
28449,1.0
28451,1.0
28453,1.0
28455,1.0
28459,1.0
28463,1.0
28465,1.0
28467,1.0
28469,1.0
28471,1.0
28475,1.0
28477,1.0
28481,1.0
28483,1.0
28489,1.0
28491,1.0
28493,1.0
28495,1.0
28499,1.0
28501,1.0
28783,0.9714548736721735
28785,0.9714548736721735
28787,0.9714548736721735
