,EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err
1792,24631,2018-12-08  00:18:22,E,6,271,472,241,472,241,172,0
1794,24633,2018-12-08  00:18:25,L,2,1623,472,242,242,242,650,0
1798,24637,2018-12-08  00:18:33,L,3,1337,472,242,243,242,487,0
1802,24641,2018-12-08  00:18:43,L,2,678,472,241,241,241,463,0
1804,24643,2018-12-08  00:18:44,E,8,480,472,241,472,241,193,0
1806,24645,2018-12-08  00:18:50,L,2,108,472,244,472,244,194,0
1808,24647,2018-12-08  00:19:01,E,4,268,472,243,473,243,187,0
1810,24649,2018-12-08  00:19:06,L,3,395,472,244,472,244,266,0
1812,24651,2018-12-08  00:19:23,L,5,1159,472,242,243,242,267,0
1814,24653,2018-12-08  00:19:25,L,3,342,472,244,472,244,182,0
1816,24655,2018-12-08  00:19:36,L,3,187,472,243,472,243,140,0
1818,24657,2018-12-08  00:19:38,L,1,51,472,241,472,241,187,0
1824,24663,2018-12-08  00:19:44,E,5,314,472,244,473,244,156,0
1826,24665,2018-12-08  00:19:45,L,2,160,472,241,472,241,151,0
1828,24667,2018-12-08  00:19:51,L,3,2323,245,245,245,245,597,0
1830,24669,2018-12-08  00:19:53,L,3,2194,472,243,243,243,602,0
1832,24671,2018-12-08  00:20:02,E,4,212,472,228,472,228,134,0
1836,24675,2018-12-08  00:20:07,E,7,879,472,243,473,243,207,0
1838,24677,2018-12-08  00:20:19,L,1,29,472,242,472,242,158,0
1840,24679,2018-12-08  00:20:21,E,5,258,472,235,472,235,139,0
1842,24681,2018-12-08  00:20:22,L,3,1665,244,244,244,244,781,0
1844,24683,2018-12-08  00:20:25,L,1,31,472,243,472,243,172,0
1846,24685,2018-12-08  00:20:31,L,3,1153,472,242,242,242,468,0
1848,24687,2018-12-08  00:20:33,E,5,344,472,241,472,241,159,0
1850,24689,2018-12-08  00:20:34,E,4,250,472,242,472,242,150,0
1854,24693,2018-12-08  00:20:50,L,2,1218,472,242,472,242,188,0
1856,24695,2018-12-08  00:20:50,E,5,300,472,243,472,243,178,0
1858,24697,2018-12-08  00:20:52,E,5,284,472,240,472,240,161,0
1860,24699,2018-12-08  00:20:53,E,8,402,472,245,473,245,164,0
1862,24701,2018-12-08  00:20:58,L,4,2088,472,241,241,241,708,0
1866,24705,2018-12-08  00:21:09,L,3,239,472,244,472,244,177,0
1868,24707,2018-12-08  00:21:12,L,3,160,472,243,472,243,155,0
1872,24711,2018-12-08  00:21:25,L,2,132,472,244,472,244,184,0
1874,24713,2018-12-08  00:21:26,L,1,37,472,243,244,243,743,0
1876,24715,2018-12-08  00:21:28,E,5,256,472,242,473,242,162,0
1878,24717,2018-12-08  00:21:29,L,2,1623,472,245,472,245,157,0
1880,24719,2018-12-08  00:21:33,L,2,69,472,240,472,240,181,0
1882,24721,2018-12-08  00:21:35,E,7,501,472,244,472,244,171,0
1884,24723,2018-12-08  00:21:36,L,3,1095,472,243,243,243,251,0
1886,24725,2018-12-08  00:21:37,L,4,2005,472,243,244,243,490,0
1888,24727,2018-12-08  00:21:39,L,3,198,472,242,472,242,172,0
1890,24729,2018-12-08  00:21:42,L,3,2812,473,242,242,242,636,0
1894,24733,2018-12-08  00:21:49,E,9,488,472,243,472,243,139,0
1896,24735,2018-12-08  00:21:52,L,3,1308,472,243,243,243,377,0
1898,24737,2018-12-08  00:21:55,L,1,131,472,243,472,243,183,0
1902,24741,2018-12-08  00:21:57,E,5,287,472,242,473,242,193,0
1904,24743,2018-12-08  00:21:58,L,3,161,472,228,472,228,143,0
1906,24745,2018-12-08  00:21:59,L,2,38,472,236,472,236,159,0
1908,24747,2018-12-08  00:22:01,E,6,407,472,240,472,240,196,0
1910,24749,2018-12-08  00:22:02,E,4,356,472,241,472,241,189,0
1912,24751,2018-12-08  00:22:07,E,4,231,472,227,472,227,171,0
1914,24753,2018-12-08  00:22:10,L,2,137,472,244,472,244,243,0
1916,24755,2018-12-08  00:22:12,L,5,5410,245,244,245,244,743,0
1918,24757,2018-12-08  00:22:14,L,2,126,472,244,472,244,128,0
1920,24759,2018-12-08  00:22:15,L,3,317,472,245,473,245,176,0
1922,24761,2018-12-08  00:22:27,L,2,67,472,243,473,243,146,0
1924,24763,2018-12-08  00:22:29,L,3,185,472,241,472,241,160,0
1926,24765,2018-12-08  00:22:33,L,2,915,472,243,473,243,593,0
1928,24767,2018-12-08  00:22:34,L,4,776,472,243,472,243,277,0
1930,24769,2018-12-08  00:22:42,L,7,2660,472,244,245,244,712,0
1932,24771,2018-12-08  00:22:44,L,3,152,472,228,472,228,181,0
1934,24773,2018-12-08  00:22:46,L,1,35,472,241,472,241,162,0
1936,24775,2018-12-08  00:22:47,E,4,304,472,243,472,243,167,0
1938,24777,2018-12-08  00:22:48,E,4,184,472,244,472,244,150,0
1944,24783,2018-12-08  00:23:08,L,3,178,472,244,473,244,174,0
1946,24785,2018-12-08  00:23:21,L,3,170,472,242,472,242,153,0
1948,24787,2018-12-08  00:23:30,L,4,2065,472,242,243,242,524,0
1950,24789,2018-12-08  00:23:33,L,5,2914,472,244,245,244,608,0
1952,24791,2018-12-08  00:23:34,L,3,2467,472,242,242,242,797,0
1954,24793,2018-12-08  00:23:36,L,2,111,472,241,472,241,205,0
1956,24795,2018-12-08  00:23:39,L,3,1843,472,244,244,244,640,0
1958,24797,2018-12-08  00:23:40,E,5,331,472,244,472,244,151,0
1960,24799,2018-12-08  00:23:44,L,2,182,472,242,473,242,164,0
1962,24801,2018-12-08  00:23:45,L,3,198,472,244,472,244,168,0
1964,24803,2018-12-08  00:23:47,L,2,31,472,243,473,243,166,0
1966,24805,2018-12-08  00:23:52,E,4,292,472,231,472,231,176,0
1968,24807,2018-12-08  00:23:53,E,4,141,472,242,472,242,171,0
1970,24809,2018-12-08  00:24:00,L,4,2945,472,241,241,241,635,0
1972,24811,2018-12-08  00:24:05,E,7,359,472,242,472,242,156,0
1974,24813,2018-12-08  00:24:06,E,6,320,472,243,472,243,145,0
1976,24815,2018-12-08  00:24:07,E,4,290,472,242,472,242,143,0
1978,24817,2018-12-08  00:24:13,E,10,602,472,223,243,223,661,0
1980,24819,2018-12-08  00:24:16,E,7,355,472,244,472,244,163,0
1982,24821,2018-12-08  00:24:24,L,3,3035,472,242,242,242,733,0
1984,24823,2018-12-08  00:24:26,L,4,4098,472,241,241,241,648,0
1986,24825,2018-12-08  00:24:28,L,3,139,472,241,472,241,169,0
1988,24827,2018-12-08  00:24:29,E,12,1188,472,243,473,243,284,0
1990,24829,2018-12-08  00:24:38,L,5,980,472,242,472,242,356,0
1992,24831,2018-12-08  00:24:40,E,7,347,472,227,473,227,139,0
1994,24833,2018-12-08  00:24:42,L,3,119,473,244,473,244,167,0
1996,24835,2018-12-08  00:24:47,L,3,2897,472,241,241,241,720,0
2000,24839,2018-12-08  00:24:51,L,3,2325,244,243,243,243,718,0
2002,24841,2018-12-08  00:24:52,E,6,389,472,242,472,242,166,0
2004,24843,2018-12-08  00:24:53,E,7,417,472,244,473,244,133,0
2006,24845,2018-12-08  00:24:56,E,5,213,472,244,472,244,141,0
2008,24847,2018-12-08  00:25:03,E,9,526,472,241,472,241,164,0
2010,24849,2018-12-08  00:25:11,L,1,51,472,242,473,242,152,0
2014,24853,2018-12-08  00:25:17,E,5,328,472,243,472,243,190,0
2016,24855,2018-12-08  00:25:27,L,3,3520,472,243,243,243,700,0
2018,24857,2018-12-08  00:25:33,L,2,87,473,241,473,241,178,0
2020,24859,2018-12-08  00:25:42,E,5,363,472,244,473,244,198,0
2022,24861,2018-12-08  00:25:45,L,1,52,472,230,472,230,177,0
2026,24865,2018-12-08  00:25:56,L,2,1218,472,245,245,245,709,0
2028,24867,2018-12-08  00:26:02,L,4,1732,472,245,245,245,555,0
2030,24869,2018-12-08  00:26:09,E,5,284,472,244,472,244,182,0
2032,24871,2018-12-08  00:26:13,L,6,2609,244,242,242,242,741,0
2034,24873,2018-12-08  00:26:14,L,3,65965,244,244,244,244,779,0
2036,24875,2018-12-08  00:26:18,E,6,408,472,241,473,241,155,0
2038,24877,2018-12-08  00:26:30,L,2,87,472,245,472,245,171,0
2040,24879,2018-12-08  00:26:31,L,2,258,472,242,473,242,412,0
2042,24881,2018-12-08  00:26:33,L,4,1456,472,244,244,244,380,0
2044,24883,2018-12-08  00:26:34,L,2,147,472,244,473,244,152,0
2046,24885,2018-12-08  00:26:42,E,4,240,472,241,472,241,161,0
2048,24887,2018-12-08  00:26:49,L,4,1889,472,242,243,242,632,0
2050,24889,2018-12-08  00:26:51,E,8,553,472,243,472,243,152,0
2052,24891,2018-12-08  00:26:52,L,3,215,472,241,472,241,160,0
2054,24893,2018-12-08  00:27:00,L,3,2068,472,241,241,241,582,0
2056,24895,2018-12-08  00:27:03,L,3,263,472,241,473,241,175,0
2058,24897,2018-12-08  00:27:10,L,2,110,472,243,472,243,159,0
2060,24899,2018-12-08  00:27:11,E,5,496,472,243,472,243,172,0
2062,24901,2018-12-08  00:27:15,L,4,3654,243,243,243,243,708,0
2064,24903,2018-12-08  00:27:17,E,6,594,472,241,242,241,194,0
2066,24905,2018-12-08  00:27:27,L,4,4702,472,241,242,241,791,0
2070,24909,2018-12-08  00:27:31,L,4,2026,245,244,245,244,431,0
2076,24915,2018-12-08  00:27:45,L,2,168,472,240,472,240,146,0
2078,24917,2018-12-08  00:27:53,E,4,283,472,235,472,235,153,0
2080,24919,2018-12-08  00:27:56,E,6,418,472,242,472,242,157,0
2082,24921,2018-12-08  00:27:57,E,11,574,472,232,241,232,173,0
2084,24923,2018-12-08  00:28:00,L,2,145,472,242,472,242,168,0
2086,24925,2018-12-08  00:28:01,E,5,308,472,244,472,244,158,0
2088,24927,2018-12-08  00:28:07,L,4,3054,472,241,242,241,739,0
2090,24929,2018-12-08  00:28:16,L,3,145,472,241,472,241,171,0
2092,24931,2018-12-08  00:28:31,E,11,547,472,240,473,240,195,0
2094,24933,2018-12-08  00:28:57,E,7,506,472,221,243,221,165,0
2096,24935,2018-12-08  00:28:58,L,4,1568,472,244,244,244,476,0
2098,24937,2018-12-08  00:29:03,L,3,2758,472,243,243,243,712,0
2102,24941,2018-12-08  00:29:08,E,5,132,472,229,472,229,165,0
2104,24943,2018-12-08  00:29:14,L,3,1940,472,244,244,244,675,0
2106,24945,2018-12-08  00:29:15,E,8,586,472,242,472,242,164,0
2108,24947,2018-12-08  00:29:16,E,4,359,472,242,473,242,182,0
2110,24949,2018-12-08  00:29:18,L,3,195,472,242,472,242,172,0
2112,24951,2018-12-08  00:29:21,L,3,96,473,236,243,236,194,0
2114,24953,2018-12-08  00:29:22,L,3,3528,472,244,244,244,480,0
2116,24955,2018-12-08  00:29:24,L,3,1617,472,241,241,241,765,0
2118,24957,2018-12-08  00:29:25,L,3,161,472,241,472,241,142,0
2120,24959,2018-12-08  00:29:31,E,6,386,472,241,472,241,199,0
2126,24965,2018-12-08  00:29:43,E,9,528,472,228,472,228,155,0
2128,24967,2018-12-08  00:29:45,E,6,582,472,244,472,244,198,0
2130,24969,2018-12-08  00:29:48,L,5,4311,243,243,243,243,759,0
2132,24971,2018-12-08  00:29:50,L,3,227,472,232,472,232,172,0
2138,24977,2018-12-08  00:29:54,E,4,297,472,243,472,243,168,0
2140,24979,2018-12-08  00:29:56,L,1,95,472,235,243,235,169,0
2142,24981,2018-12-08  00:29:57,E,6,325,472,225,244,225,153,0
2144,24983,2018-12-08  00:29:59,E,6,498,472,243,472,243,160,0
2146,24985,2018-12-08  00:30:02,E,9,754,472,231,473,231,157,0
2148,24987,2018-12-08  00:30:09,E,6,406,472,243,472,243,163,0
2150,24989,2018-12-08  00:30:13,E,7,455,472,243,472,243,137,0
2154,24993,2018-12-08  00:30:15,L,6,14787,472,243,243,243,769,0
2160,24999,2018-12-08  00:30:23,L,3,275,472,229,473,229,154,0
2164,25003,2018-12-08  00:30:31,L,1,35,472,242,472,242,149,0
2168,25007,2018-12-08  00:30:36,E,4,212,472,230,242,230,134,0
2170,25009,2018-12-08  00:30:37,E,8,418,472,241,473,241,142,0
2174,25013,2018-12-08  00:30:38,L,1,77,472,242,472,242,157,0
2176,25015,2018-12-08  00:30:41,E,4,375,472,241,472,241,167,0
2178,25017,2018-12-08  00:30:42,E,7,396,473,244,473,244,178,0
2184,25023,2018-12-08  00:30:52,E,8,662,472,240,241,240,170,0
2186,25025,2018-12-08  00:30:53,E,8,451,472,228,242,228,166,0
2188,25027,2018-12-08  00:30:55,E,7,463,472,231,243,231,152,0
2190,25029,2018-12-08  00:30:56,E,8,555,472,236,244,236,154,0
2192,25031,2018-12-08  00:30:57,E,8,545,472,239,473,239,168,0
2194,25033,2018-12-08  00:30:57,E,4,85,472,241,472,241,153,0
2196,25035,2018-12-08  00:30:58,E,7,497,472,244,473,244,171,0
2198,25037,2018-12-08  00:30:59,L,3,175,472,239,472,239,175,0
2200,25039,2018-12-08  00:31:02,L,4,1205,472,240,241,240,501,0
2202,25041,2018-12-08  00:31:05,E,4,304,472,240,472,240,166,0
2204,25043,2018-12-08  00:31:05,L,3,155,472,223,244,223,141,0
2206,25045,2018-12-08  00:31:07,L,5,2782,260,240,241,240,537,0
2208,25047,2018-12-08  00:31:08,L,2,135,472,229,244,229,195,0
2210,25049,2018-12-08  00:31:15,L,2,36,472,243,473,243,161,0
2218,25057,2018-12-08  00:31:24,L,3,157,472,221,472,221,153,0
2220,25059,2018-12-08  00:31:26,L,2,147,472,242,472,242,176,0
2222,25061,2018-12-08  00:31:27,L,3,166,472,237,244,237,179,0
2226,25065,2018-12-08  00:31:29,L,2,171,472,241,472,241,150,0
2228,25067,2018-12-08  00:31:30,L,4,4216,244,244,244,244,671,0
2230,25069,2018-12-08  00:31:31,L,3,246,472,235,245,235,150,0
2234,25073,2018-12-08  00:31:32,E,10,708,472,243,472,243,179,0
2242,25081,2018-12-08  00:31:43,E,5,344,472,243,472,243,156,0
2246,25085,2018-12-08  00:31:46,E,7,547,472,236,242,236,156,0
2248,25087,2018-12-08  00:31:47,E,4,258,472,228,241,228,179,0
2250,25089,2018-12-08  00:31:49,L,2,53,472,242,472,242,150,0
2254,25093,2018-12-08  00:31:53,L,2,2903,472,236,472,236,180,0
2260,25099,2018-12-08  00:32:00,E,7,447,472,243,472,243,161,0
2264,25103,2018-12-08  00:32:03,L,3,151,472,231,244,231,134,0
2268,25107,2018-12-08  00:32:05,L,1,60,472,242,243,242,159,0
2270,25109,2018-12-08  00:32:07,L,3,150,472,242,472,242,166,0
2272,25111,2018-12-08  00:32:08,L,3,2760,472,244,244,244,709,0
2274,25113,2018-12-08  00:32:16,E,5,273,472,237,242,237,176,0
2276,25115,2018-12-08  00:32:19,L,7,3784,247,245,245,245,810,0
2278,25117,2018-12-08  00:32:20,L,2,23,472,231,472,231,133,0
2280,25119,2018-12-08  00:32:21,L,3,132,472,238,243,238,164,0
2284,25123,2018-12-08  00:32:22,L,2,1781,472,230,473,230,173,0
2286,25125,2018-12-08  00:32:24,L,2,1209,472,242,472,242,187,0
2288,25127,2018-12-08  00:32:25,L,2,130,472,223,244,223,168,0
2290,25129,2018-12-08  00:32:29,E,7,484,472,242,472,242,175,0
2292,25131,2018-12-08  00:32:29,E,12,767,472,229,244,229,149,0
2302,25141,2018-12-08  00:32:37,E,10,530,472,241,472,241,194,0
2304,25143,2018-12-08  00:32:38,E,5,369,472,244,472,244,155,0
2306,25145,2018-12-08  00:32:38,L,2,174,472,228,241,228,162,0
2308,25147,2018-12-08  00:32:41,L,3,115,472,228,472,228,153,0
2310,25149,2018-12-08  00:32:42,L,1,36,472,240,472,240,160,0
2312,25151,2018-12-08  00:32:46,E,6,395,472,222,242,222,184,0
2314,25153,2018-12-08  00:32:47,E,7,461,472,231,472,231,153,0
2316,25155,2018-12-08  00:32:48,L,3,228,472,227,472,227,170,0
2326,25165,2018-12-08  00:33:05,E,9,617,472,244,472,244,202,0
2328,25167,2018-12-08  00:33:05,E,5,334,472,242,472,242,185,0
2330,25169,2018-12-08  00:33:07,L,3,1982,472,242,242,242,681,0
2332,25171,2018-12-08  00:33:13,L,2,7795,472,244,244,244,448,0
2336,25175,2018-12-08  00:33:15,E,5,316,472,244,473,244,204,0
2338,25177,2018-12-08  00:33:16,L,1,74,472,240,243,240,162,0
2340,25179,2018-12-08  00:33:20,L,3,1565,472,241,241,241,660,0
2342,25181,2018-12-08  00:33:23,E,4,107,472,227,243,227,163,0
2344,25183,2018-12-08  00:33:24,L,4,1220,472,243,243,243,312,0
2348,25187,2018-12-08  00:33:30,E,4,300,472,244,472,244,194,0
2350,25189,2018-12-08  00:33:34,L,3,1232,472,245,245,245,486,0
2354,25193,2018-12-08  00:33:36,L,3,2869,472,242,243,242,480,0
2358,25197,2018-12-08  00:33:53,L,4,2259,260,244,244,244,744,0
2362,25201,2018-12-08  00:33:58,E,5,445,472,244,472,244,164,0
2364,25203,2018-12-08  00:34:02,E,7,475,472,242,472,242,146,0
2366,25205,2018-12-08  00:34:11,L,6,2073,472,242,243,242,384,0
2368,25207,2018-12-08  00:34:12,L,4,5754,243,243,243,243,757,0
2370,25209,2018-12-08  00:34:17,L,3,1641,472,245,245,245,666,0
2372,25211,2018-12-08  00:34:19,L,5,1326,472,243,244,243,569,0
2374,25213,2018-12-08  00:34:25,L,5,2923,472,241,241,241,704,0
2378,25217,2018-12-08  00:34:29,L,5,1249,472,242,243,242,250,0
2380,25219,2018-12-08  00:34:34,L,2,502,473,242,242,242,456,0
2384,25223,2018-12-08  00:34:36,L,1,30,472,243,473,243,171,0
2386,25225,2018-12-08  00:34:38,L,3,845,472,241,241,241,482,0
2388,25227,2018-12-08  00:34:45,L,3,200,472,238,472,238,151,0
2390,25229,2018-12-08  00:34:51,L,3,1702,472,242,242,242,537,0
2394,25233,2018-12-08  00:35:02,E,7,397,472,244,472,244,165,0
2398,25237,2018-12-08  00:35:19,L,3,1612,472,242,242,242,644,0
2400,25239,2018-12-08  00:35:24,E,11,633,472,244,473,244,141,0
2402,25241,2018-12-08  00:35:30,L,2,2131,472,243,472,243,203,0
2404,25243,2018-12-08  00:35:31,L,3,170,472,241,472,241,175,0
2406,25245,2018-12-08  00:35:32,L,5,943,472,245,245,245,273,0
2408,25247,2018-12-08  00:35:36,E,7,1563,472,243,243,243,324,0
2410,25249,2018-12-08  00:35:39,L,3,178,472,240,472,240,141,0
2412,25251,2018-12-08  00:35:41,E,5,459,472,242,472,242,166,0
2414,25253,2018-12-08  00:35:43,L,3,129,472,243,472,243,159,0
2416,25255,2018-12-08  00:35:44,L,3,278,472,242,472,242,155,0
2418,25257,2018-12-08  00:35:53,L,4,1581,472,243,243,243,432,0
2420,25259,2018-12-08  00:35:54,L,3,176,472,229,472,229,188,0
2422,25261,2018-12-08  00:35:54,L,2,1121,473,244,244,244,549,0
2426,25265,2018-12-08  00:36:03,E,4,267,472,242,472,242,191,0
2428,25267,2018-12-08  00:36:04,L,4,3194,472,244,244,244,724,0
2430,25269,2018-12-08  00:36:07,L,4,5273,244,244,244,244,704,0
2432,25271,2018-12-08  00:36:09,L,4,2209,472,241,242,241,744,0
2434,25273,2018-12-08  00:36:13,L,3,233,472,243,472,243,162,0
2436,25275,2018-12-08  00:36:13,E,14,771,472,241,472,241,183,0
2438,25277,2018-12-08  00:36:19,L,2,699,472,244,472,244,506,2
2440,25279,2018-12-08  00:36:25,L,4,1487,472,244,244,244,609,0
2442,25281,2018-12-08  00:36:32,E,4,226,472,241,473,241,143,0
2444,25283,2018-12-08  00:36:34,L,5,2399,472,243,243,243,565,0
2448,25287,2018-12-08  00:36:40,L,3,59,472,245,472,245,137,0
2450,25289,2018-12-08  00:36:40,E,4,216,472,242,472,242,139,0
2454,25293,2018-12-08  00:36:51,L,3,496,472,242,472,242,175,0
2456,25295,2018-12-08  00:36:54,L,2,1393,472,241,241,241,527,0
2458,25297,2018-12-08  00:36:57,L,3,219,472,244,472,244,135,0
2460,25299,2018-12-08  00:36:58,L,6,1709,472,242,472,242,672,0
2462,25301,2018-12-08  00:37:00,E,7,314,472,241,472,241,143,0
2464,25303,2018-12-08  00:37:04,E,5,272,472,244,472,244,171,0
2466,25305,2018-12-08  00:37:11,L,3,1076,472,243,243,243,303,0
2468,25307,2018-12-08  00:37:24,L,5,7272,245,244,245,244,756,0
2472,25311,2018-12-08  00:37:32,E,6,422,472,241,472,241,164,0
2474,25313,2018-12-08  00:37:33,L,2,790,472,242,242,242,370,0
2476,25315,2018-12-08  00:37:41,E,6,365,472,230,245,230,158,0
2480,25319,2018-12-08  00:37:46,L,6,2110,472,243,244,243,646,0
2484,25323,2018-12-08  00:37:50,L,6,5419,242,241,242,241,787,0
2486,25325,2018-12-08  00:37:51,L,3,3415,472,244,245,244,700,0
2488,25327,2018-12-08  00:37:54,L,4,4722,244,244,244,244,715,0
2490,25329,2018-12-08  00:37:59,L,2,1505,472,242,242,242,698,0
2492,25331,2018-12-08  00:38:01,E,8,359,472,231,472,231,150,0
2494,25333,2018-12-08  00:38:01,L,4,1413,472,243,472,243,543,0
2498,25337,2018-12-08  00:38:08,L,1,366,472,245,245,245,677,0
2500,25339,2018-12-08  00:38:11,L,1,29,472,243,473,243,173,0
2502,25341,2018-12-08  00:38:14,L,2,953,472,242,242,242,514,0
2504,25343,2018-12-08  00:38:17,L,3,174,473,242,473,242,170,0
2508,25347,2018-12-08  00:38:29,L,3,1442,472,242,242,242,548,0
2514,25353,2018-12-08  00:38:46,L,3,228,472,240,472,240,185,0
2516,25355,2018-12-08  00:38:48,E,4,396,472,243,472,243,146,0
2518,25357,2018-12-08  00:38:49,L,4,1128,472,245,245,245,308,0
2520,25359,2018-12-08  00:38:50,L,4,2635,242,241,241,241,717,0
2522,25361,2018-12-08  00:38:56,L,4,1236,472,242,242,242,310,0
2524,25363,2018-12-08  00:39:01,E,7,376,472,243,473,243,159,0
2526,25365,2018-12-08  00:39:04,L,3,181,472,244,472,244,168,0
2528,25367,2018-12-08  00:39:09,L,4,1517,472,241,241,241,453,0
2530,25369,2018-12-08  00:39:13,E,11,685,472,233,242,233,152,0
2532,25371,2018-12-08  00:39:23,L,2,63,472,238,472,238,151,0
2534,25373,2018-12-08  00:39:25,L,4,1795,472,241,242,241,711,0
2536,25375,2018-12-08  00:39:31,L,3,301,472,241,472,241,158,0
2538,25377,2018-12-08  00:39:33,E,7,557,472,240,242,240,165,0
2542,25381,2018-12-08  00:39:39,L,3,739,472,243,243,243,366,0
2544,25383,2018-12-08  00:39:45,E,5,366,472,243,472,243,148,0
2546,25385,2018-12-08  00:39:51,E,11,716,472,244,472,244,152,0
2548,25387,2018-12-08  00:39:56,L,2,880,472,242,472,242,462,0
2550,25389,2018-12-08  00:40:04,L,3,804,472,243,243,243,260,0
2552,25391,2018-12-08  00:40:08,L,2,131,472,242,472,242,177,0
2554,25393,2018-12-08  00:40:08,L,3,2425,472,242,242,242,808,0
2560,25399,2018-12-08  00:40:22,L,3,109,472,239,244,239,161,0
2564,25403,2018-12-08  00:40:32,L,4,2076,472,244,244,244,613,0
2566,25405,2018-12-08  00:40:37,L,2,3442,472,238,244,238,170,0
2568,25407,2018-12-08  00:40:39,L,1,29,472,235,243,235,147,0
2570,25409,2018-12-08  00:40:45,E,6,508,472,241,472,241,167,0
2572,25411,2018-12-08  00:40:57,L,1,44,472,243,243,243,512,0
2574,25413,2018-12-08  00:41:04,E,4,205,472,223,244,223,144,0
2576,25415,2018-12-08  00:41:04,L,1,31,472,228,244,228,165,0
2580,25419,2018-12-08  00:41:08,E,15,1041,472,242,473,242,177,0
2584,25423,2018-12-08  00:41:16,L,2,134,472,239,244,239,161,0
2586,25425,2018-12-08  00:41:21,L,3,8702,472,244,244,244,349,0
2588,25427,2018-12-08  00:41:26,L,4,2693,472,242,472,242,790,0
2590,25429,2018-12-08  00:41:31,L,1,34,472,244,472,244,171,0
2592,25431,2018-12-08  00:41:32,E,5,315,472,241,242,241,159,0
2594,25433,2018-12-08  00:41:35,E,7,343,472,232,241,232,206,0
2596,25435,2018-12-08  00:41:36,E,6,298,472,229,473,229,171,0
2598,25437,2018-12-08  00:41:37,L,3,1395,472,243,243,243,609,0
2602,25441,2018-12-08  00:41:40,E,4,204,472,232,472,232,140,0
2604,25443,2018-12-08  00:41:43,E,9,458,472,229,472,229,171,0
2606,25445,2018-12-08  00:41:44,E,4,300,473,245,473,245,175,0
2608,25447,2018-12-08  00:41:47,L,3,73,472,235,242,235,169,0
2610,25449,2018-12-08  00:41:51,L,3,192,472,238,473,238,160,0
2612,25451,2018-12-08  00:41:54,L,2,145,472,222,246,222,161,0
2614,25453,2018-12-08  00:41:56,L,4,746,472,244,245,244,424,0
2618,25457,2018-12-08  00:42:08,E,4,276,472,224,242,224,162,0
2620,25459,2018-12-08  00:42:09,L,3,152,472,244,473,244,172,0
2626,25465,2018-12-08  00:42:25,L,3,138,472,243,243,243,135,0
2630,25469,2018-12-08  00:42:32,L,3,1575,472,243,243,243,561,0
2634,25473,2018-12-08  00:42:38,E,7,496,472,241,242,241,157,0
2636,25475,2018-12-08  00:42:40,E,6,325,472,228,244,228,149,0
2638,25477,2018-12-08  00:42:40,E,8,580,472,221,472,221,171,0
2640,25479,2018-12-08  00:42:41,L,2,130,472,226,245,226,165,0
2642,25481,2018-12-08  00:42:43,L,1,36,472,242,242,242,539,0
2646,25485,2018-12-08  00:42:49,L,2,3353,472,236,245,236,198,0
2648,25487,2018-12-08  00:42:51,L,3,3029,244,244,244,244,724,0
2652,25491,2018-12-08  00:42:52,E,5,380,472,229,245,229,201,0
2654,25493,2018-12-08  00:42:56,L,2,91,472,241,472,241,152,0
2656,25495,2018-12-08  00:43:00,L,3,1923,242,242,242,242,796,0
2658,25497,2018-12-08  00:43:02,L,3,170,472,225,244,225,147,0
2664,25503,2018-12-08  00:43:05,E,4,284,472,239,472,239,156,0
2666,25505,2018-12-08  00:43:09,E,6,309,472,225,241,225,165,0
2668,25507,2018-12-08  00:43:12,L,3,192,472,230,244,230,146,0
2670,25509,2018-12-08  00:43:13,L,2,160,472,237,276,237,153,0
2672,25511,2018-12-08  00:43:18,E,17,1046,472,233,243,233,173,0
2674,25513,2018-12-08  00:43:21,E,5,267,472,237,242,237,141,0
2676,25515,2018-12-08  00:43:25,L,3,235,472,240,242,240,171,0
2678,25517,2018-12-08  00:43:28,E,4,322,472,243,243,243,148,0
2680,25519,2018-12-08  00:43:29,L,3,194,472,228,245,228,137,0
2682,25521,2018-12-08  00:43:32,L,2,42,472,229,244,229,139,0
2684,25523,2018-12-08  00:43:34,E,6,353,472,244,472,244,176,0
2686,25525,2018-12-08  00:43:37,L,3,197,472,234,243,234,142,0
2690,25529,2018-12-08  00:43:40,E,6,459,472,240,244,240,151,0
2692,25531,2018-12-08  00:43:42,L,4,1859,260,243,243,243,856,0
2694,25533,2018-12-08  00:43:54,L,2,41,472,241,242,241,146,0
2698,25537,2018-12-08  00:43:59,L,3,184,472,243,244,243,163,0
2702,25541,2018-12-08  00:44:03,L,3,214,472,232,472,232,157,0
2706,25545,2018-12-08  00:44:06,E,5,253,472,232,244,232,147,0
2708,25547,2018-12-08  00:44:10,E,5,351,472,236,472,236,160,0
2710,25549,2018-12-08  00:44:12,L,3,2811,472,242,242,242,736,0
2712,25551,2018-12-08  00:44:14,L,1,46,472,238,242,238,139,0
2714,25553,2018-12-08  00:44:14,L,3,1479,472,244,244,244,715,0
2716,25555,2018-12-08  00:44:16,L,2,60,472,232,242,232,141,0
2718,25557,2018-12-08  00:44:16,E,8,553,472,230,242,230,151,0
2720,25559,2018-12-08  00:44:17,L,3,192,472,239,242,239,207,0
2724,25563,2018-12-08  00:44:24,L,3,2781,472,240,241,240,692,0
2732,25571,2018-12-08  00:44:33,E,4,281,472,243,472,243,172,0
