EID      GPS    kod1 kod2  kod3  kod4   high    cur    temp
20967 17:49:42  618  3470  3738  1087  -25.41   0.556   4.4
20968 17:49:42  618  3470  3738  1087  -25.41   0.556   4.4
20969 17:49:42  618  3470  3738  1087  -25.41   0.556   4.4
20970 17:49:42  618  3470  3738  1087  -25.41   0.556   4.4
20971 17:49:42  618  3470  3738  1087  -25.41   0.556   4.4
20972 17:49:43  618  3470  3738  1087  -25.41   0.556   4.4
20973 17:49:43  618  3470  3738  1087  -25.41   0.556   4.4
20974 17:49:43  618  3470  3738  1087  -25.41   0.556   4.4
20975 17:49:43  618  3470  3738  1087  -25.41   0.556   4.4
20976 17:49:44  618  3470  3738  1087  -25.41   0.556   4.4
20977 17:49:44  618  3470  3738  1087  -25.41   0.556   4.4
20978 17:49:44  618  3470  3738  1087  -25.41   0.556   4.4
20979 17:49:44  618  3470  3738  1087  -25.41   0.556   4.4
20980 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20981 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20982 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20983 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20984 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20985 17:49:45  618  3470  3738  1087  -25.41   0.556   4.4
20986 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20987 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20988 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20989 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20990 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20991 17:49:46  618  3470  3738  1087  -25.41   0.556   4.4
20992 17:49:47  618  3470  3738  1087  -25.41   0.556   4.4
20993 17:49:47  618  3470  3738  1087  -25.41   0.556   4.4
20994 17:49:47  618  3470  3738  1087  -25.41   0.556   4.4
20995 17:49:47  618  3470  3738  1087  -25.41   0.556   4.4
20996 17:49:48  618  3470  3738  1087  -25.41   0.556   4.4
20997 17:49:48  618  3470  3738  1087  -25.41   0.556   4.4
20998 17:49:48  618  3470  3738  1087  -25.41   0.556   4.4
20999 17:49:48  618  3470  3738  1087  -25.41   0.556   4.4
21000 17:49:48  618  3470  3738  1087  -25.41   0.556   4.4
21001 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21002 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21003 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21004 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21005 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21006 17:49:49  618  3470  3738  1087  -25.41   0.556   4.4
21007 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21008 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21009 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21010 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21011 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21012 17:49:50  618  3470  3738  1087  -25.41   0.556   4.4
21013 17:49:51  618  3470  3738  1087  -25.41   0.556   4.4
21014 17:49:51  618  3470  3738  1087  -25.41   0.556   4.4
21015 17:49:51  618  3470  3738  1087  -25.41   0.556   4.4
21016 17:49:51  618  3470  3738  1087  -25.41   0.556   4.4
21017 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21018 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21019 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21020 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21021 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21022 17:49:52  618  3470  3738  1087  -25.41   0.556   4.4
21023 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21024 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21025 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21026 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21027 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21028 17:49:53  618  3470  3738  1087  -25.41   0.556   4.4
21029 17:49:54  618  3470  3738  1087  -25.41   0.556   4.4
21030 17:49:54  618  3470  3738  1087  -25.41   0.556   4.4
21031 17:49:54  618  3470  3738  1087  -25.41   0.556   4.4
21032 17:49:54  618  3470  3738  1087  -25.41   0.556   4.4
21033 17:49:54  618  3470  3738  1087  -25.41   0.556   4.4
21034 17:49:55  618  3470  3738  1087  -25.41   0.556   4.4
21035 17:49:55  618  3470  3738  1087  -25.41   0.556   4.4
21036 17:49:55  618  3470  3738  1087  -25.41   0.556   4.4
21037 17:49:55  618  3470  3738  1087  -25.41   0.556   4.4
21038 17:49:55  618  3470  3738  1087  -25.41   0.556   4.4
21039 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21040 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21041 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21042 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21043 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21044 17:49:56  618  3470  3738  1087  -25.41   0.556   4.4
21045 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21046 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21047 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21048 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21049 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21050 17:49:57  618  3470  3738  1087  -25.41   0.556   4.4
21051 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21052 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21053 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21054 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21055 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21056 17:49:58  618  3470  3738  1087  -25.41   0.556   4.4
21057 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21058 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21059 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21060 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21061 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21062 17:49:59  618  3470  3738  1087  -25.41   0.556   4.4
21063 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21064 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21065 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21066 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21067 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21068 17:50:00  618  3470  3738  1087  -25.41   0.556   4.4
21069 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21070 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21071 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21072 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21073 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21074 17:50:01  618  3470  3738  1087  -25.41   0.556   4.4
21075 17:50:02  618  3470  3738  1087  -25.41   0.556   4.4
21076 17:50:02  618  3470  3738  1087  -25.41   0.556   4.4
21077 17:50:02  618  3470  3738  1087  -25.41   0.556   4.4
21078 17:50:02  618  3470  3738  1087  -25.41   0.556   4.4
21079 17:50:02  618  3470  3738  1087  -25.41   0.556   4.4
21080 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21081 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21082 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21083 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21084 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21085 17:50:03  618  3470  3738  1087  -25.41   0.556   4.4
21086 17:50:04  618  3470  3738  1087  -25.41   0.556   4.4
21087 17:50:04  618  3470  3738  1087  -25.41   0.556   4.4
21088 17:50:04  618  3470  3738  1087  -25.41   0.556   4.4
21089 17:50:04  618  3470  3738  1087  -25.41   0.556   4.4
21090 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21091 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21092 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21093 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21094 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21095 17:50:05  618  3470  3738  1087  -25.41   0.556   4.4
21096 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21097 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21098 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21099 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21100 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21101 17:50:06  618  3470  3738  1087  -25.41   0.556   4.4
21102 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21103 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21104 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21105 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21106 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21107 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21108 17:50:07  618  3470  3738  1087  -25.41   0.556   4.4
21109 17:50:08  618  3470  3738  1087  -25.41   0.556   4.4
21110 17:50:08  618  3470  3738  1087  -25.41   0.556   4.4
21111 17:50:08  618  3470  3738  1087  -25.41   0.556   4.4
21112 17:50:08  618  3470  3738  1087  -25.41   0.556   4.4
21113 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21114 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21115 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21116 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21117 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21118 17:50:09  618  3470  3738  1087  -25.41   0.556   4.4
21119 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21120 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21121 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21122 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21123 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21124 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21125 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21126 17:50:11  618  3470  3738  1087  -25.41   0.556   4.4
21127 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21128 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21129 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21130 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21131 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21132 17:50:12  618  3470  3738  1087  -25.41   0.556   4.4
21133 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21134 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21135 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21136 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21137 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21138 17:50:13  618  3470  3738  1087  -25.41   0.556   4.4
21139 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21140 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21141 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21142 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21143 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21144 17:50:14  618  3470  3738  1087  -25.41   0.556   4.4
21145 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21146 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21147 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21148 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21149 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21150 17:50:15  618  3470  3738  1087  -25.41   0.556   4.4
21151 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21152 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21153 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21154 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21155 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21156 17:50:16  618  3470  3738  1087  -25.41   0.556   4.4
21157 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21158 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21159 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21160 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21161 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21162 17:50:17  618  3470  3738  1087  -25.41   0.556   4.4
21163 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21164 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21165 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21166 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21167 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21168 17:50:18  618  3470  3738  1087  -25.41   0.556   4.4
21169 17:50:19  618  3470  3738  1087  -25.41   0.556   4.4
21170 17:50:19  618  3470  3738  1087  -25.41   0.556   4.4
21171 17:50:19  618  3470  3738  1087  -25.41   0.556   4.4
21172 17:50:19  618  3470  3738  1087  -25.41   0.556   4.4
21173 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21174 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21175 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21176 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21177 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21178 17:50:20  618  3470  3738  1087  -25.41   0.556   4.4
21179 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21180 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21181 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21182 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21183 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21184 17:50:21  618  3470  3738  1087  -25.41   0.556   4.4
21185 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21186 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21187 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21188 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21189 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21190 17:50:22  618  3470  3738  1087  -25.41   0.556   4.4
21191 17:50:23  618  3470  3738  1087  -25.41   0.556   4.4
21192 17:50:23  618  3470  3738  1087  -25.41   0.556   4.4
21193 17:50:23  618  3470  3738  1087  -25.41   0.556   4.4
21194 17:50:23  618  3470  3738  1087  -25.41   0.556   4.4
21195 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21196 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21197 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21198 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21199 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21200 17:50:24  618  3470  3738  1087  -25.41   0.556   4.4
21201 17:50:25  618  3470  3738  1087  -25.41   0.556   4.4
21202 17:50:25  618  3470  3738  1087  -25.41   0.556   4.4
21203 17:50:25  618  3470  3738  1087  -25.41   0.556   4.4
21204 17:50:25  618  3470  3738  1087  -25.41   0.556   4.4
21205 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21206 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21207 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21208 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21209 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21210 17:50:26  618  3470  3738  1087  -25.41   0.556   4.4
21211 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21212 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21213 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21214 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21215 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21216 17:50:27  618  3467  3739  1087  -25.41   0.556   4.4
21217 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21218 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21219 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21220 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21221 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21222 17:50:28  618  3467  3739  1087  -25.41   0.556   4.4
21223 17:50:29  618  3467  3739  1087  -25.41   0.556   4.4
21224 17:50:29  618  3467  3739  1087  -25.41   0.556   4.4
21225 17:50:29  618  3467  3739  1087  -25.41   0.556   4.4
21226 17:50:29  618  3467  3739  1087  -25.41   0.556   4.4
21227 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21228 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21229 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21230 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21231 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21232 17:50:30  618  3467  3739  1087  -25.41   0.556   4.4
21233 17:50:31  618  3467  3739  1087  -25.41   0.556   4.4
21234 17:50:31  618  3467  3739  1087  -25.41   0.556   4.4
21235 17:50:31  618  3467  3739  1087  -25.41   0.556   4.4
21236 17:50:31  618  3467  3739  1087  -25.41   0.556   4.4
21237 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21238 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21239 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21240 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21241 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21242 17:50:32  618  3467  3739  1087  -25.41   0.556   4.4
21243 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21244 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21245 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21246 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21247 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21248 17:50:33  618  3467  3739  1087  -25.41   0.556   4.4
21249 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21250 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21251 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21252 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21253 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21254 17:50:34  618  3467  3739  1087  -25.41   0.556   4.4
21255 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21256 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21257 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21258 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21259 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21260 17:50:35  618  3467  3739  1087  -25.41   0.556   4.4
21261 17:50:36  618  3467  3739  1087  -25.41   0.556   4.4
21262 17:50:36  618  3467  3739  1087  -25.41   0.556   4.4
21263 17:50:36  618  3467  3739  1087  -25.41   0.556   4.4
21264 17:50:36  618  3467  3739  1087  -25.41   0.556   4.4
21265 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21266 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21267 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21268 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21269 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21270 17:50:37  618  3467  3739  1087  -25.41   0.556   4.4
21271 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21272 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21273 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21274 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21275 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21276 17:50:38  618  3467  3739  1087  -25.41   0.556   4.4
21277 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21278 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21279 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21280 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21281 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21282 17:50:39  618  3467  3739  1087  -25.41   0.556   4.4
21283 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21284 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21285 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21286 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21287 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21288 17:50:40  618  3467  3739  1087  -25.41   0.556   4.4
21289 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
21290 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
21291 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
21292 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
21293 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
21294 17:50:41  618  3467  3739  1087  -25.41   0.556   4.4
